IDlist,GLOSS,ID,English,tlah11,pied12,flor12,mont12,bate11,asun11
NA,precio,594,price,ya'vi,yá'vi,yà'vi,,NA,NA
NA,lucero,596,"Venus, morning star",tkìmi,kìmi,kǐmî,,NA,NA
NA,parientes/familiares,597,relatives,ta'án,ta'án,tá'àn,,ta'án,NA
NA,hembra,598,female,sí'i,si'í,si'ì,,sí'ì,NA
NA,hojas de mazorca,599,corn leaves,yàma,ñajmǎ,ñajmǎ,,ñàma,NA
NA,resequedad,600,NA,ndùvà,ntòva,ntòva,,ndua,NA
NA,forzosamente,601,forcefully,ndúxán,ntúxǎ  ,ntuxǎ,,ndûtsà,NA
NA,barejoncito ?,602,twig,xe'è,xè'è válí,nduku tsié'e,,tì tse'e,NA
NA,claro,603,clear,nduxa,ntuxa,nduxa,,NA,NA
NA,tipo de pájaro (que sale temprano),604,species of bird,NA,tsiomǐ,,,NA,NA
NA,guamuchil,605,Madras thorn tree,chikún,chíkun,chikun,,NA,NA
NA,lunar,606,mole (on skin),chikún,chíkun,chikun,,NA,NA
NA,Español,607,Spanish,Tù'un Sa'án,Tù'un Sá'án,Tò'on Sá'án,,NA,NA
NA,México,608,Mexico,ñuun kó'yo,Ìkǒyo,Íkǒyo,,NA,NA
NA,Estados Unidos,609,United States of America,inka xiyo,Íjkanxiyo,íinka xiyo,,NA,NA
NA,fuerza,611,strength,ndakú,ntsiejě,ntsiejě,,NA,NA
NA,nuera,612,granddaughter,xànu,xánu,xǎnu,,NA,NA
NA,qué significa?,613,NA,NA,chìnaka,,,NA,NA
NA,fantasma,614,ghost,nímà,í'nan,í'na,íná,NA,NA
NA,planta de frijol,615,bean plant,yuva chìchi,yivâ chÍjchi,yivâ chíjchi,,NA,NA
NA,red de pescar,616,fishing net,yúnú,ñujñǔ,yojnǒ,,NA,NA
NA,Paredón,617,Paredón,Nàmà,Nàmà,nàmà,,NA,NA
NA,Escopeta,618,Escopeta,tùxíìn,Ìjtsia Tuxǐi,Ìjtsia tuxǐi,,NA,NA
NA,Ahuejutla,619,Ahuejutla,Ráncho,[Ráncho],rancho,,NA,NA
NA,San Miguel/cúal S.M?,620,NA,Samiyé,Ìjtsia ìvì,,,NA,NA
,,,,,,,,,
NA,poseido,622,owned (private?),ñà ù'vì tiin ñá'a,,ña yukú,,í'na,NA
NA,el malo,623,evil,ñà ù'vì,nà kini,,,NA,NA
NA,cuija,624,gecko,melá,lá'lo,,,NA,NA
NA,enfermedad de ojo de pescado,625,fish eye illness,ko'nto xa'á,nùjǔ tsiàká,,,NA,NA
NA,verruga,626,wart,chìntu,tsìkoná,tsìkǒna,,NA,NA
NA,hijastro,627,step-daughter,se'è ndávi,se'e kiîn,sè'e kìín,,se'e kě'en,NA
NA,sobrino,628,nephew,xàxìn,sàxin,sàxìn,,NA,NA
NA,chepil,629,edible leafy green,nduva ndùsu,ntòva ntùsu,ntòvà ntùsú,,NA,NA
NA,huitlacoche,630,corn smut,nùni sàví,tsikàma lítsin,tsìvako,,NA,NA
NA,topo,631,mole (animal),tyú'un,,,,NA,NA
NA,suegro/a,632,parent-in-law,sìso,sìso,sìso,,NA,NA
NA,jícama,633,jicama,chicàma,xikama,xìkáma,,NA,NA
NA,sábila,634,aloe,yaví,yájvi,yaví tátán,,NA,NA
NA,trementina de ocote ,635,pine pitch,xùxa itú,ijtsǐ,xùxà,,NA,NA
NA,yuca,636,cassava,yà'mi itú,,ñá'mi ntàkuà,,NA,NA
NA,floripondio,637,angel's trumpet,ita ndòsó,,ijtâ ntòsó,,NA,NA
NA,cera del oído,638,earwax,yùmá so'o,yùma,ñùmà,,NA,NA
NA,marijuana,639,marijuana,kùnú,yùku,,yùkù chijón,yùkù,NA
,,,,,,,,,
NA,cacahuate,641,peanut,si'va ñu'un,si'và ñù'u,si'và ñù'ǔ,,NA,NA
NA,chile de árbol seco,642,dried chili de árbol,ya'á luku,ya'ǎ tsié'e,ya'ǎ tsié'e,,NA,NA
NA,chile de guajillo,643,guajillo chili,ya'á kwá'a,ya'ǎ í'chìn ñà chátun,,,NA,NA
NA,chile ancho,644,chili ancho,ya'á tùún,ya'ǎ ntsiajyǐ ó'va rà kuá'a,ya'ǎ tsìì,,NA,NA
NA,chile amarillo,645,chili amarillo,ya'á kwáan,ya'ǎ kuáan,ya'ǎ kuáan,,NA,NA
NA,chile jalapeño,646,jalapeño chili,ya'á kwi'í,ya'ǎ kuijǐ ká'nu,ya'ǎ kuijǐ,,NA,NA
NA,milpa que sale detras de otro,647,NA,isá,ìsa sítìn,ìsa sítsìn,,NA,NA
NA,chile costeño,648,chili costeño,ya'á kwáan,ya'ǎ ntsiajyǐ kuií,ya'ǎ ìchí,,NA,NA
NA,bigote,649,mustache,i'xin yu'ú,ixǐ yú'ǔ,ixǐ  yú'ǔ,ixí yu'ù,ixǐ yu'ú,NA
NA,PREGUNTAR GRISELDA LOS NOMBRES EN ESPAÑOL,650,NA,,yivâ kaa,NA,,NA,NA
NA,qué significa?,651,NA,,yivâ yó'o,NA,,NA,NA
NA,qué significa?,652,NA,,yivâ ìxín,NA,,NA,NA
NA,qué significa?,653,NA,,yivâ yá'a ntsikǐ,NA,,NA,NA
NA,qué significa?,654,NA,,yivâ yá'a tsié'e,NA,,NA,NA
NA,guia de calabaza,655,squash vine,yuva nda'á nde'è,yivâ tsiè'e,tsiè'e ikǐn,,NA,NA
NA,puerco espin,656,porcupine,kìnì ikú,tsìta ijñǔ,tsìta ijñǔ,,tsóko yukǔ,NA
NA,codorniz,657,quail,nùú kwá'a,káñu'u,kàñu'ú,kuáa,NA,NA
NA,guilota,658,morning dove,ndyǔ,ntsiujǔ,ntsiujǔ,ndìyúù,nchuùu,NA
NA,piojo blanco/ácaro,659,white louse,ndikúxin,tsìkúxìn,tsìkúxin,,NA,NA
NA,liendre,660,nit,tya'ví o ikin,tsiá'vi,tsia'ví,tìyáví,chavǐ,NA
NA,cuarenta,661,forty,uvì xiko,ìvì xiko,ìvì xíkó,ìvì xiko,ùvì xiko,NA
NA,comadre a compadre,662,co-mother to co-father,mvà,,mpáá,{mpáàlí},mpáà,NA
NA,qué significa?,663,NA,,yivâ ixǐn,,,NA,NA
NA,flor de maguey / gualumbos,664,maguey flower,tatù,tàjtǔ,tàjtǔ,tòyùtí,NA,NA
NA,pita/fruta de maguey/semilla de maguey,665,maguey seed,linko,linko,linko,,NA,NA
NA,qué significa?,666,NA,,yivâ li'ntsi,NA,,NA,NA
NA,mariposa,667,butterfly,tìkìva,tsìkiva,tsìkiva,,NA,NA
NA,zenzontle,668,mockingbird,sakàndùu,,,,NA,NA
NA,pantorrilla,669,calf,xa'á te'é,sà'nta,sà'nta,,sà'nda,NA
NA,tobillo,670,ankle,sùkú xa'á,sojkǔn xà'ǎ,sojkǔn xà'ǎ,,NA,NA
NA,talón,671,heel,si'ìn xa'á,sì'in xà'ǎ,sì'ntsì xà'ǎ,,NA,NA
NA,cinturón de soporte (para mujer),672,waist belt,vàtù,yutù,yutù,,tani,NA
NA,xato (postre de tortilla triangular),673,NA,xàtú,xàtún,xatú,,NA,NA
NA,Coicoyán de los Flores,674,Coicoyán,kiaà,NA,NA,,NA,NA
NA,Silacayoapam,675,Silacayoapan,induyi,Íntuyǔ ,íntuyǔ,,NA,NA
NA,Juxtlahuaca,676,Juxtlahuaca,Skwíya,sikuiyá,skuiyà,yojo kuiya,NA,NA
NA,mosca de la fruta,677,fruitfly,tii iyá,,tsìkún tóò,ndìtò'o,nditóò,NA
,,,,,,,,,
NA,sarampión ,679,measles,ndì'i valí,ntsì'i valí,ntsì'i kuachì,,NA,NA
NA,cangrena,680,gangrene,tìndóò,,tsìntójo,,NA,NA
NA,esófago,681,esophagus,sàtá xá'a,sàjtǎ xa'ân,kìì yojǒ,,NA,NA
NA,vesicula biliar,682,NA,ta kàvá,,rá kavà,,NA,NA
NA,estria,683,NA,táyoko,,,,NA,NA
NA,riñón,684,kidney,ndùchí,,ntujchǐ,,NA,NA
NA,hígado,685,liver,yà'mà,,sàjtǎ xa'ân,,NA,NA
NA,páncreas,686,pancreas,kàà,,yácha,,NA,NA
,,,,,,,,,
NA,intestino grueso,688,large intestine,siti ndeé tìxin,,xíjtsi ntsiě,,NA,NA
NA,apéndice,689,appendix,siti yùú,,,,NA,NA
NA,labio,691,lip,yu'ú,yù'ù,yù'ù,,NA,NA
NA,vejiga,692,bladder,íxaxa,,ye'è,,NA,NA
NA,pulmón,693,lung,ya'mà,,,,NA,NA
NA,pelvis,694,pelvis,ikín ka'á,,ikín ka'à,,NA,NA
NA,NA,NA,NA,NA,,NA,,NA,NA
NA,estrenimiento,696,constipation,tiǐn tìxin,,ku tsia'tsia,,NA,NA
NA,vena varicosa,697,varicose veins,tùchi kwíǐ,,,,NA,NA
NA,obesidad,698,obesity,kwe'è ká'nu,,lintsî,,NA,NA
NA,tartamudeo,699,stuttering,la ìn'ìn,tsiàtsià,ku tsía'tsía,,NA,NA
NA,bocio,700,goiter,ndúsu,ntùsǔ,ntùsǔ,,NA,NA
NA,gastritis,701,gas,ta ká'un tixìn,NA,kaná ñu'ǔ ini,,NA,NA
NA,empacho,702,indigestion,ndaa tàchí tìxin,NA,ndunì'in ini,,NA,NA
NA,reuma,703,rheumatism,tá'via,NA,tà'vǐ,,NA,NA
NA,labio leporino,704,cleft lip,yu'ú leso,NA,yu'ǔ leso,,NA,NA
NA,flema amarilla,705,yellow phlegm,la'la kwáan,NA,sayií kuáan,,NA,NA
NA,mal aliento,706,bad breath,xa'àn yu'ú,xá'àn  yu'ǔ,xa'an yu'u,,NA,NA
NA,diarrea,707,diarrhea,kuu tìxin,NA,kúun chìxìn,,NA,NA
NA,embolia,708,stroke,ndaaxìtá iínna,NA,ña náxìta ñá'an,,NA,NA
NA,retorcijones,709,NA,ndaaxìtáya tixìn,NA,ña tsíin chìxìn,,NA,NA
NA,bochorno,710,scorcher,ndaa ka'nína,NA,ñà sakònì vìxin ña'á,,NA,NA
NA,maldición,711,curse,kwe'é yu'ú,NA,chikà ì'vì inìe ñà nto'ona,,NA,NA
NA,angina,712,sore throat,konto sùku,NA,,,NA,NA
NA,zumbido en el oído,713,buzzing in ears,ka'a so'o,ka ká'àn sò'o,kàa ká'á sò'o,,NA,NA
NA,joroba,714,hunchback,ko'nto sàtá,ko'nto sàjtǎ,tsì'ǐ,,NA,NA
NA,sarna,715,mange,lakata,ntsikátǎ,tsikátǎ,,NA,NA
NA,osteoporosis,716,osteoporosis,kwe'è ikín,,,,NA,NA
NA,infarto,717,heart attack,xi'ì í'in,xí'in í'in,xì'ì í'í,,NA,NA
NA,vela,718,candle,ití ,i'tsǐn,itsǐ,,NA,NA
NA,mano de metate,721,handstone for grinding,nda'á yòso,nta'ǎ yòsó,ntà'ǎ yòsó,,NA,NA
NA,temazcal,722,sweat bath,ìn'ì,ì'ìn,i'ìn,,NA,NA
NA,mazorca,723,dried ear of corn,nií,nijǐ,nijǐ,,NA,NA
NA,familia,725,family,tá'an,nà ve'e,nàve'e,,NA,NA
NA,año pasado,728,last year,kwi'yà ava,àvà,áva,,NA,NA
NA,machete,729,machete,yùchìn,yuchì,xànì,,NA,NA
NA,metlapil,730,NA,nda'á yòso,nta'ǎ yòsó,nta'ǎ yòsó,,NA,NA
NA,derecho,731,straight,ndǎku,ntǎku,ntǎku,,NA,NA
NA,frondoso,732,lush,kó'ò,kó'ò,kó'ò,,NA,NA
NA,escarcha,733,frost,kaxin,kaxin,yi'và,,NA,NA
NA,toro,734,bull,sindìkí,chèje,tsìntsikì,,NA,NA
NA,broma,735,joke,sìki,sǐkì,sǐkì,,NA,NA
NA,arete,736,earring,sìkìn so'o,sìkì,sijkì,,NA,NA
NA,hambre,737,hunger,sòko,sokô,kójkun,,NA,NA
NA,escalón,738,step,kwà'to,kuatò,kuatò,,NA,NA
NA,piña de ocote,740,pinecone,chinkì,,ntsǐka tùxá,,NA,NA
NA,chintete,741,type of lizard,melá nà'ña,nàjña,kojǒ xijnǐ kǎvà,nañà,NA,NA
NA,lagarto,742,cayman,melá ká'nu,,là'lò,koíchi,NA,NA
NA,lagartija tipo culebra,743,caimán,mela kòó,kòjǒ nta'ǎ,,kólà,NA,NA
NA,barro,744,clay,ñu'ún kixín,ñu'ǔ kixǐ,ñu'ǔn kìxǐn,ñoò kíxí,NA,NA
NA,gorgojo,745,weevil,tikìxín,ntsíí sí'vi,tsikìxǐn,tìkixì nònì,NA,NA
NA,pegajoso,746,sticky,kixín,kìxín,kixin,kixí,kixí,NA
NA,chinche,747,NA,tyà'á,tsiá'a,,tìya'á,NA,NA
NA,cuervo,748,crow,sàta,saà ntsiáá,saà ntsìǎ,,NA,NA
NA,vómito,749,vomit,ndùxàn,ntùxan,ntuxàn,,NA,NA
NA,bellotas,750,NA,tindika,chìnki,chì'nkì,,NA,NA
NA,tierno,751,sticky,ìtàá,íjtsiá,itsǐa,,NA,NA
NA,campana,752,bell,kàà ká'a,kàà,kàà ka'a,,NA,NA
NA,claramente,753,clearly,nduxan,káxin,ntúxá,,NA,NA
NA,limpio,754,clean,vií,vìjǐ,ntúxá,,NA,vií
NA,hondo,755,deep,kunu,kònò,kònò,,NA,NA
NA,San Jerónimo Progreso,756,San Jerónimo Progreso,Xindóko,Siókò,Siávì,,NA,NA
NA,San Andrés Montaña,757,San Andrés Montaña,,Siávi,Siǒkò,,NA,NA
NA,San Miguel Aguacates,758,San Miguel Aguacates,,yijǐ yá'a,yìvì yǎ'a,,NA,NA
NA,Santiago del Río,759,Santiago del Río,,Ìjtsia Nùjǔ Yà'vi,ìtsia nùjǔn yà'vi,,NA,NA
NA,San Francisco Tlapancingo,760,San Francisco Tlapancingo,Tìnda'á,Tsíntà'á,tsinta'á,,NA,NA
NA,San Marcos Natividad,761,San Marcos Natividad,Xìkityùún,Sono,,,NA,NA
NA,opresión,762,NA,ta koo taxina ka'ana o ikana ndakùa kunìnà,xìkǐ,,,NA,NA
NA,cigarro,763,cigarette,xanù,xanu,xánu,xano,NA,NA
NA,hierba santa,764,hierba santa,tùn ndóǒ,ntovà ntoj'ǒ,ntova ntojǒ,,NA,NA
NA,alaches,765,NA,yuva tioó,yivâ tiôó,yìva tiôo,,NA,NA
NA,pápalo,766,NA,yuva ndùsú,ntovà ntùsú,ntovà ntùsú,,NA,NA
NA,flór de calabaza,767,squash blossom,vàya,vayà ìkin,vǎyâ ikǐn,,NA,NA
NA,baba,768,"slime, saliva",kàní,kájnǐ,kajni,,NA,NA
NA,resbaloso,769,slimy,kaní,kaní,kání,,NA,NA
NA,rebozo,770,shawl,páñu,[páñu],paño,,NA,NA
NA,carne seca,771,dried meat,kùñu íchi,koñû íchi,koñô íchi,,NA,NA
NA,seco,772,dry,íchi,íchi,íchi,,NA,NA
NA,carne fresca,773,fresh meat,kùñu vixá,koñû vixá,koñô víxá,,NA,NA
NA,apretado,774,tight,tuun,toon,kutoòn,,NA,NA
NA,arco,775,arch? bow?,tòso,,tòso,,NA,NA
NA,jorobado,776,hunchbacked,koso,,kòso,,NA,NA
NA,enano,777,dwarf,ko'nto,,nanù,,NA,NA
NA,delicado/especial (de comer),778,picky,ñú'u,,ñú'un,,NA,NA
NA,telaraña,779,spider web,xindu'và,,xintó'va,,NA,NA
NA,mugre,780,filth,yakwà,,yàjkuà,,NA,NA
NA,chueco,781,crooked,yakwá,,tsìkàvà,,NA,NA
NA,barato,782,inexpensive,núú,,núun,,NA,NA
NA,caro,783,expensive,ncha'vi,,yá'vi,,NA,NA
NA,piña de maguey,784,maguey core,vixín yaví,,yàjvǐ,vìsì yávì,NA,NA
NA,fondo,785,NA,xìyo kúxi,,xǐyo ini,kotó màá,NA,NA
NA,medio fondo,786,NA,xìyo kúxi,,xǐyo ini,xìyo màá,NA,NA
NA,falda,787,skirt,xìyo,,xǐyo lo'o,xìyo,NA,NA
NA,expuesto corporalmente,788,NA,chanta,lampa,lampa,,NA,NA
NA,globo,789,NA,lampà,lompa,lompa,,NA,NA
NA,mal aliento,790,bad breath,xá'an yu'u,,xa'an yu'u,,NA,NA
NA,Virgin de Guadalupe,791,NA,sí'o,Sie'é,sí'yé,,NA,NA
NA,madera soporte de la casa,792,NA,si'ìn,,si'ìn,traándí,NA,NA
NA,inteligente,793,NA,nà va'a xìni,tò'va,và'a xijnǐ,,NA,NA
NA,primero,794,first,nuǔ,xíná,xí'ná,,NA,NA
NA,animal malo,795,NA,kití kini,,và'a kijtsǐ,tíkíni,NA,NA
NA,por la mañana,796,NA,ta na'a,,tá na'a,tá náà,NA,NA
NA,brotes de milpa,797,NA,bìyù,,vìi,mbìyo,NA,NA
NA,avispa negra,798,NA,tnàna/ tyana,,rí santùxìn ntsiì,,NA,NA
NA,abejas andrenas,799,NA,tìní,,ñùjñǔ,,NA,NA
NA,chocolate,800,NA,si'và chocolate,,,jìvà,NA,NA
NA,gato montés,801,bobcat,taiíñú,,chútu yuku,,NA,NA
NA,comandancia,802,NA,ve'e chíñu,kómíchiñu,ve'e choon,,NA,NA
NA,una vez,803,one time,iin ìchi,iin ijchǐ,iin ntàsǎ,,NA,NA
NA,mayoría/principalmente,804,"mostly, primarily",ndikuu,nina,ntsiku cháana,,NA,NA
NA,tequio,805,tequio (community work),tequio,,,,NA,NA
NA,pápalo,806,papalo,yúva ndùúsu,,ntòva ntùsú,,NA,NA
NA,guacamaya,807,macaw,,,lorò,,NA,NA
NA,golondrina,808,swallow,ndyuú,,ntsìxíjko,,NA,NA
NA,galón,809,gallon container,lampa,,tsiá'a,,NA,NA
NA,arador (tlazahuate),810,harvest mite,yàtá,,yàjtǎ,,NA,NA
NA,higo,811,figs,,,,,NA,NA
NA,camarón,812,shrimp,,,kamarôn,,NA,NA
NA,güey/compa,813,dude/friend,yani,ñǎ',ra và'a ni ta'an,,NA,NA
NA,azul,814,blue,ndi'i,NA,ntsí'i,NA,ncháá,NA
NA,guajolota,816,NA,tiùún sí'i,NA,tsiujǔn,NA,NA,NA
NA,cuñado (marido de hermana de uno),817,NA,tálò'o,NA,kàsánto,NA,NA,NA
,,,,,,,,,
NA,adobe,820,adobe,dò'o kwá'a,NA,ntò'o,NA,NA,NA
NA,cuñada (esposa de hermano de uno),821,sibling's wife,nálo'ò,NA,,NA,NA,NA
NA,sobrina,822,niece,xìkùn,xùkù,xùkù,NA,NA,NA
NA,ser,823,be,koo,kúu/kúú,NA,NA,NA,NA
NA,semilla de maíz,824,corn seed,nùní tata,tajtân,se'e nùjnǐ,NA,NA,NA
NA,bandeja,825,tray,xkó'ó ndikà,NA,xíkó'ó,NA,NA,NA
NA,modorro,826,NA,,NA,NA,kuchíshi / ntichíshi,NA,NA
NA,esqueleto,827,NA,leke,lekìe,la muerte,lasa kùñu,kiche'é,NA
NA,boton,828,button,ikín sa'ma,botoni,votonì,votóní,NA,NA
NA,médula ósea,829,bone marrow,liki,liki,ntsìki,NA,NA,NA
,,,,,,,,,
NA,mundo,831,world,yúví,NA,ñuù yivì,ñoyiví,ñà yívǐ,NA
NA,durazno,832,peach,ndè'e,NA,ntsie'ě,ndiàyà,nchè'ě,NA
NA,cráneo,833,cranium,leké xìní,ìjkì xijnǐ,ìjki xijnǐ,NA,ikíché'é xìnǐ,NA
NA,liebre?,834,hare,leko,NA,leso,NA,salúrrù,NA
NA,adelante/arriba,835,ahead/ontop,nùún,chíjnu,NA,NA,NA,NA
NA,diferente,836,different,síin,síin,sisiìn,NA,NA,NA
NA,"esposa, mujer",837,wife,sí'i,ísí'i,isi'ì,NA,NA,NA
NA,poquito,838,little bit,lo'o tíín,chaa,litsín,NA,NA,NA
NA,músico,839,musician,nà ská'a,NA,sáka'a,tìtìví,NA,NA
NA,araña,840,spider,tìndóò,NA,tsìnto'jǒ,tìndóò,NA,NA
NA,estudiante,841,student,rà/ ñá ská'a,NA,sákua'a,tìjákua,NA,NA
NA,nuestro cuerpo,842,our body,kùñuyó,NA,kòñèé,kòñoyó,NA,NA
NA,brazo,843,arm,da'á nii,NA,nta'ǎ nii,chìyò,NA,NA
NA,pierna,844,leg,sà'nta,NA,sì'in,jì'in,NA,NA
NA,axila,845,armpit,che'lè,NA,chìxìn xe'è,xè'è,NA,NA
NA,tobillo,846,ankle,vàvi suku xa'a,NA,sojkǔn xà'ǎ,jìkò sáà,NA,NA
NA,muñeca de la mano,847,wrist,sùkú nda'á,NA,NA,jìkò ndáà,NA,NA
NA,calavera,848,skull (when dead),leke nímà,NA,NA,yikí xíní,NA,NA
NA,libélula,849,dragonfly,tìtá'nu nùún tìkwíi,NA,NA,NA,NA,NA
NA,cereza,850,cherry,bolí,NA,ntsie'ě tòjǒn,NA,NA,NA
NA,ciruela criolla,851,NA,tìkàva,NA,NA,NA,NA,NA
NA,passiflora ligularis o granadilla,852,NA,tyoo,NA,NA,NA,NA,NA
NA,guayaba,853,NA,tkwàá ndikí,NA,NA,NA,NA,NA
NA,pitaya,854,NA,chìchi,NA,NA,NA,NA,NA
NA,luna brillante,856,NA,yôó ye'è,NA,NA,NA,NA,NA
NA,un felino que parese gato pero es salvage,857,NA,tututyá iñú,NA,NA,NA,NA,NA
NA,bostezar,858,yawn,sí'vana,NA,NA,NA,NA,NA
NA,Tecomaxtlahuaca,859,NA,Sia'à,NA,NA,NA,NA,NA
NA,loco,860,crazy,sana,NA,NA,NA,NA,NA
NA,primavera,861,spring,yó'ǒ saví,NA,NA,NA,NA,NA
NA,verano,862,summer,yó'ǒ i'ní,NA,NA,NA,NA,NA
NA,otoño,863,autumn,yó'ǒ yuúmi,NA,NA,NA,NA,NA
NA,invierno,864,winter,yó'ǒ vìxin,NA,NA,NA,NA,NA
NA,rábano regular,865,radish,ndya'mí ko'nto,NA,NA,NA,NA,NA
NA,rábano largo,866,long radish,ndya'mí nâní,NA,NA,NA,NA,NA
NA,el último hijo,867,NA,látún,NA,NA,NA,NA,NA
NA,araña,868,spider,xindù'và,NA,NA,NA,NA,NA
NA,loco,869,crazy,ki'vi,NA,NA,NA,NA,NA
NA,escoba,870,broom,ndàkù,NA,NA,NA,NA,NA
NA,hueco entre dos partes del cuerpo que se mueven,871,crack between two body parts that flex,vàvi,NA,NA,NA,NA,NA
NA,friebre,872,NA,kaní ini,NA,NA,NA,NA,NA
NA,mercado,873,NA,yàvi,NA,yà'vi,NA,NA,NA
NA,Petlacalancingo,874,NA,Chatun,NA,NA,NA,NA,NA
NA,Zitlaltepec,875,NA,Ikú Kìmì,NA,NA,NA,NA,NA
NA,Pinotepa Nacional,876,NA,Ñuun kàà,NA,NA,NA,NA,NA
NA,torpe,878,NA,luxìn,NA,NA,NA,NA,NA
NA,lima,879,lime,láxa,NA,NA,NA,NA,NA
NA,correcaminos,880,NA,ndikwíyo,NA,NA,NA,NA,NA
NA,barranca,882,NA,yùvì,NA,NA,NA,NA,NA
NA,resignarse,883,NA,kanù ini,NA,NA,NA,NA,NA
NA,picante,884,NA,xàtù,NA,NA,NA,NA,NA
NA,susurrar,885,NA,kà'àn yǎá,NA,NA,NA,NA,NA
NA,cojear,886,NA,kaka lenko,NA,xíka lenkò,NA,NA,NA
NA,gatear,887,NA,kaka ndee,NA,xíka ntsiee,NA,NA,NA
NA,ir a pie,888,NA,kaka xá'á,NA,ku'ùn xá'á,NA,NA,NA
NA,viandantes (una persona que camina a pie en una via publica),889,NA,a que se refieren con esta palabra,NA,na ku'an xa'a,NA,NA,NA
NA,parcela,890,NA,ñuú ta'vii,NA,nuu kaa ta nujun plántá,NA,NA,NA
NA,aunque,891,NA,nichaa,NA,va'anì,NA,NA,NA
NA,"raro,de vez en cuando",892,NA,tá sana ndià'a,NA,si siin na'a,NA,NA,NA
NA,de vez en cuando,893,NA,tá sana,NA,ta sava ví,NA,NA,NA
NA,suave,894,NA,vitá,NA,vita,NA,NA,NA
NA,desconfianza,895,NA,xiniyo inina yuvi'o xi'ina,NA,koo xini na yivi kiun,NA,NA,NA
NA,quien,896,NA,kúú,NA,yoo,NA,NA,NA
NA,experiencia,897,NA,xini và'ana xí'an,NA,xa ko'va xini,NA,NA,NA
NA,extrañar,898,NA,ku tátì,NA,kusuchi ini,NA,NA,NA
NA,depresion,899,NA,yoo suchi ini,NA,to'on,NA,NA,NA
NA,desigual,900,NA,kòǒ inku,NA,iindàà,NA,NA,NA
NA,simple (sin sabor),901,NA,káti,NA,ajtu,NA,NA,NA
NA,pasado pasado mañana,902,two days after tomorrow,i'ñu,NA,i'ñòó,NA,NA,NA
NA,el segundo día pasado mañana,903,three days after tomorrow,,NA,ìjkó,NA,NA,NA
NA,apariencia,904,appearance,sàví mii,ná'à,sàví mií,NA,NA,NA
NA,día festivo,905,NA,kìvi viko,NA,kìjǐ ìjǐ,NA,NA,NA
NA,barbilla,906,chin,ikín yu'ú,NA,xàa,NA,NA,NA
NA,contenido,907,NA,ña'a ñu'ún,NA,ña'à íyo inì,NA,NA,NA
NA,pronunciar,908,NA,ndàxa ka'àn,NA,xàa ka'àn,NA,NA,NA
NA,coyuntura,910,joint,vàvi,NA,ná'on,NA,NA,NA
NA,copete,911,quiff,ixin taan,NA,ijxǐ tsiáàn,NA,NA,NA
NA,frente (de la cara),912,forehead,taan,NA,tsiaàn,NA,NA,NA
NA,con razón,913,NA,ndaà va,NA,ndaà va,NA,NA,NA
NA,cierto,914,NA,ndaa kua,NA,nchixa,NA,NA,NA
NA,recientemente,915,NA,sànka,NA,sàkǎn,NA,NA,NA
NA,triste,916,NA,ndii ini,ntsi'i ini,ku ntsǐì,NA,NA,NA
NA,extrañar,917,NA,kutati,kutatsi ini,ku tàtsi,NA,NA,NA
NA,preopado,918,NA,ndi'ì ini,ntsi'i ini,ntsi'í ini,NA,NA,NA
NA,xumile,919,stink bug?,tya'á,NA,so'o,NA,NA,NA
NA,garganta?,920,throat?,kìyòǒ,kiyojo,kiyójo,NA,NA,NA
NA,tener sueño,921,sleepy,yóo ma'na,mǎ'na,mǎ'na,NA,NA,NA
NA,mojado (para los ropas),923,wet (for clothes),vixá,kó'yo,vixá,NA,NA,NA
NA,gusanos en bolsita,924,NA,,NA,tsiǎ'mà,NA,NA,NA
NA,valiente,925,NA,táí,NA,tsiayi,NA,NA,NA
NA,singular,926,singular,iin ndaà,NA,iin vixin,NA,NA,NA
NA,plural,927,plural,kuà'á,NA,kuà'ǎ,NA,NA,NA
NA,increíble,928,incredible,ndichi ndià'a,NA,nchichi,NA,NA,NA
NA,pantano,929,swamp,ndoyo,NA,NA,NA,NA,NA
NA,asco,930,disgust,káninì,NA,kinini,NA,NA,NA
NA,tarántula,931,tarantula,tindoo,NA,tsìntojǒ,NA,NA,NA
NA,tipo gusano comestible,932,edible worm pupa,NA,NA,tsìntakà,NA,NA,NA
NA,hormiga negra que come plantas,933,NA,,NA,láxan,NA,NA,NA
NA,vacilar,934,tease,kú saka,NA,kusìkun,NA,NA,NA
NA,desmadre,935,"mess, chaos",,NA,chíxín,NA,NA,NA
NA,de lado,936,sideways,xìtà,NA,nchìxin,NA,NA,NA
NA,salsamora,937,blackberry,tnañu,NA,tsìnájñǔ,NA,NA,NA
NA,simple,938,NA,kati,NA,kátsí,NA,NA,NA
NA,en la brasa (fogón),939,kitchen hearth,yàá ñu'ù,NA,NA,NA,NA,NA
NA,tijereta,940,earwig,tisì'in,NA,tsìsi'ìn,NA,NA,NA
NA,calandria dorso amarillo,941,yellow-backed oriole,,NA,yì'vi,NA,NA,NA
NA,menstruación,942,NA,nìín yòô,NA,NA,NA,NA,NA
NA,otro,943,NA,tukú,NA,NA,NA,NA,NA
NA,pildora,944,NA,tàtan luǔ,NA,NA,NA,NA,NA
NA,camaroncito,945,NA,ndiúma,NA,NA,NA,NA,NA
NA,estrecho,946,NA,táñu,NA,tsiǎñu,NA,NA,NA
NA,remendar,947,to darn,ndáxú'ún,NA,NA,NA,NA,NA
