NewID#,ID#,Español,English,Preguntas/Notas,TLHP,TLHP_toneless,TLHP_notas,SMP/PiedraAzul,IPA_SMP/Piedra Azul,SMP/PiedraAzul_toneless,SMP_notas,San Marco de la Flor (SMP),,SMP,SSM,SSM_toneless,SSM_notas,SMD/Carmen,SMD/Carmen_toneless,SMD_notas,SJM (La Batea),SJM_toneless,SJM_notas,UDC,UDC_toneless,SMA,SMA_toneless,SFH,SFH_toneless,SFH,SFH,GDM,GDM_toneless,SMP/SIR,SMP/SIR_toneless,SMC,SMC_toneless,SMP/P,SMP/P_toneless,SMD/Javier,SMD/Javier_toneless,TDV,TDV_toneless,TDV_notas,Joss_notes,Joss_Dur,Joss_Mix,Joss_Pera,Joss_Metl,pMx,Joss#,Dürr,Dürr tone,Dürr#,Camp#,Kauf#,SMD/Erika,SMD/Erika_toneless,,,
369,405,tuna,prickly pear,,chìki,chiki,,chikí,,chiki,,chikí,,,chìkí,—,,—,—,,chǐki,chiki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
370,406,guayaba,guava,,tikwàá ndikí,tikwaa ndiki,,tsìkuàjǎ ntsíjkí,,tsikuaja ntsijki,tsikwaja = naranja,tsìkuàjǎ ntsíjkí,,,tikuaá ndíkí,—,,—,—,,tikwaa ndíkí,tikwaa ndiki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
371,407,débil,weak,,vita,vita,,víjtâ,,vijta,,vijtá,,,kuitá,—,,vitá ini,vita ini,,kwíta,kwita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
372,408,hoja de maíz/joloche/totomoxtle,corn husk,,yàmá,yama,,ñàjmǎ,,ñajma,,ñàjmǎ,,,ñàmà,—,,nta'ǎ iti,nta'a iti,,ñàmǎ,ñama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
373,409,tusa/seda de maíz ,corn silk,,vixí,vixi,,—,,—,,-,,,—,—,,—,—,,yuxí ndixî,yuxi ndixi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
374,412,arado,plow,,yàtá,yata,,xùtu,,xutu,,yàtá,,,yàtà,—,,yàtà,yata,,yàtǎ,yata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
375,413,ojo,eye,is this identical to the other ojo?,tí nùún,ti nuun,,tsinùjǔ,,tsinuju,1 of 2 forms,tsinǔn,,,—,—,,lo'lo,lo'lo,,nduchí nùún,nduchi nuun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
376,,ojo,eye,is this identical to the other ojo?,nduchí nùún,nduchi nuun,,ntujchǐ  nùjǔ,,ntujchi  nuju,2 of 2 forms,ntuchí nǔu,,,nduchí nóó,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,414,corazón,heart,,nímà,nima,,{anìma},,{anima},,anìma,,,nímà,—,,{áñumà},{añuma},,ánâ,ana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
378,415,pelo,hair,,ixin,ixin,,ixǐ,,ixi,,ijxǐ,,,ixì,ixi,,ishì,ishi,,ixî,ixi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
379,416,cabeza,head,,xìní,xini,,xijnǐ,,xijni,,xijnǐ,,,xìnì,—,,shìnì,shini,,xìnǐ,xini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,sìnìʔ,B.Bʔ,69,,,,,,,
380,417,lado,side,,xìnta,xinta,,xijǐn,,xijin,,xijǐn,,,táví,—,,xoo,xoo,,xîí,xii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
381,418,cinturón,belt,,iín tokó,iin toko,,ijǐn chìxǐn,,ijin chixin,,ijǐn chìxìn,,,nií tìsi,—,,—,—,,síntsû,sindsu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
382,420,zapato,shoe,,ndìxán,ndixan,,nchixǎn,,nchixan,,nchixǎn,,,ndìsà,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
383,421,sudor,sweat,,tyìín,tyiin,,tsijǐn  ,,tsijin  ,,tsijǐn,,,tièèn,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
384,422,saliva,saliva,,tásìì,tasii,,tsìtsí'vì,,tsitsi'vi,,tsìtsí'vì,,,tìjì'í,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
385,435,señora,lady,,nana,nana,,náně,,nane,,naně,,,ná sáno,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
386,437,hermana de hombre/hermano de mujer,sister (of man)/brother (of woman),,kuva,kuva,,kò'va,,ko'va,BZ: ko'ova,kò'vì,,,kìva,—,,kò'va,ko'va,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,kwàʔá,B.A,52,,,,,,,
387,438,hermana de mujer,sister (of woman),,ku'vì,ku'vi,,ku'ù,,ku'u,,ku'ì,,,kìvì,—,,kì'vì,ki'vi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,kùʔwì,B.B,78,,,,,,,
388,440,espalda,back,,sàtá,sata,,sàjtǎ,,sajta,,sàtǎ,,,sàtà,—,,sàtà,sata,,sàta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
389,441,anciano/viejo (general),elder,recheck the difference to the other anciano,"yatá,chêe","yata,chee","yatá, para viejo/chéèe para mayo",yajtá,,yajta,,yajtá - la'nù,,,tì yatá,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
390,442,maguey,maguey,(líquido de la planta),viìntyà' víxin,viintya' vixin," TLHP, como que el liquido?",tsìkǔxin,,tsikuxin,,yàjvǐ,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
391,443,puerta,door,Cual es la diferencia?,yé'é,ye'e,,yé'e,,ye'e,"entry way, with or without door",yiyé'e,,,yu yéé,—,,yé'é,ye'e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
392,,puerta,door,Cual es la diferencia?,,,,yuyé'e,,yuye'e,door,yuyé'e,,,tó yéé,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,444,gripa,cold (illness),,sàí,sai,,sayí,,sayi,,sayìì,,,jàyi,—,,sèi,sei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
394,445,bravo,aggressive,,kwe'è,kwe'e,,kuè'è,,kue'e,"tough, aggressive",kuè'e - yukù,,,kuè'è,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
395,447,jarra,pitcher,,tìndo'o,tindo'o,,tsinto'ǒ,,tsinto'o,,tsinto'ǒ,,,tindòò,—,,txìntò'ò,txinto'o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
396,448,sombrero,hat,,xiní,xini,,ixìjnǐ,,ixijni,BZ: ixìjǐn,ixìjnǐ,,,xínì,—,,íshinì,ishini,,xínǐ ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
397,449,vacío,empty,,kòa,koa,,kòó,,koo,,ña ùn,,,—,—,,kòó ñà'a ñú'u ini-à,koo ña'a ñu'u ini-a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
398,450,carbón,charcoal,what is the differnence to the other carbón?,tùún,tuun,,tsìkàyì,,tsikayi,kayi = burn,tùjun,,,to'on,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
399,451,mañana,tomorrow,,taàn,taan,,itsiaàn,,itsiaan,BZ: tsiaàn,itsiaàn,,,tià'àn,—,,itxààn,itxaan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
400,452,carrizo,reed,,tyì'ó,tyi'o,,tiòjǒ,,tiojo,BZ: tijǒ,tiòjǒ,,,—,—,,tùyòó,tuyoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
401,453,totopo,tortilla chip,,lakwán,lakwan,,tsìkasùn,,tsikasun,kasun = tostado,tsìkasùn,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
402,454,picada,,,xa'ntá,xa'nta,"(tal vez con tono bajo en la ""n"")",xa'ntsiǎ xa'ân,,xa'ntsia xa'an,,xan'tsiǎ  xa'ân,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
403,457,memela,thick tortilla,,xa'ntá nduchí,xa'nta nduchi,,xa'ntsiǎ ntúchí,,xa'ntsia ntuchi,,xan'tsiǎ  ntúchí,,,—,—,,sha'ntxa,sha'ntxa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
404,458,totopo de maiz nuevo,,,lakwán ndixín,lakwan ndixin,,ijkîn,,ijkin,"con sal; only on Day of the Dead (GB); also name for hand-ground masa for this tortilla, has pieces of kernel in it",tzìkasùn nchíxì,,,—,—,,txikasun nchishi,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
405,461,semilla de frutas,fruit seed,,si'và,si'va,,ntùjǔ,,ntuju,,si'và,,,—,—,,ntìì,ntii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
,,semillas(pequenitas) de frutas o verduras ,,,ndikí,ndiki,,,,,,ntsikîn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,462,tipo de bayas (que tipo de baya es el que tienes GM)?,,,,,,tsìsijvǐ,,tsisijvi,,tsìsivǐ,tsisivi,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
407,464,tronco,trunk,,ndu'ú,ndu'u,,ntu'ǔ,,ntu'u,,ntu'ǔ,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
408,466,vete,go!,lexicalized?,kwa'an,kwa'an,,kuá'an,,kua'an,,kuá'an,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
409,468,canas,gray hairs,,vìxin,vixin,,vìxi,,vixi,,vìxí,,,—,—,,—,—,,vìxi,vixi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,469,piña,pineapple,,vixín,vixin,,vixǐ,,vixi,,vixǐ,,,vìsì,visi,,—,—,,vitsǐ,vitsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,470,"corre a traerlo (command for dogs) (onomat.) (sick 'em, fetch)",dog command,lexicalized?,úskù,usku,,úskù,,usku,,úskù,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,492,gallina,hen,,ndyuxí,ndyuxi,,nchuxí,,nchuxi,,nchuxi,,,—,—,,—,—,,chùún,chuun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,496,necesario,necesary,not a verb?,xiñú'un,xiñu'un,,xiñù'u,,xiñu'u,,xini ñu'un,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,503,siempre,always,what is the difference to the other siempre?,ní tiempo,ni tiempo,Esta palabra es prestamo del español.,míí saa,,mii saa,,sákuva,,,—,—,,sàsi,sasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,,siempre,always,what is the difference to the other siempre?,ní tiempo,ni tiempo,Esta palabra es prestamo del español.,míí saa kuu va,,mii saa kuu va,,míí saa kuva,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,508,todos los días,every day,,viti taàn,viti taan,,ntsikuù kijǐ,,ntsikuu kiji,,ntsikuù kijǐ,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,509,todo,all,,ndikúva,ndikuva,,ntsi'i,,ntsi'i,,ntsi kú,,,—,—,,ntxikuíí,ntxikuii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,511,mayor (older),older,,chêe,chee,"ABM tones are clear, but we need to double check how to spell it",ká'nu,,ka'nu,,nà ná'nu,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,517,igual / parejo,the same,,iin nùún,iin nuun,,inuú,,inuu,,ínuú,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,,igual,the same,,iin nùún,iin nuun,,—,,—,,iin nuu kuva,,,—,—,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,520,pollitos,ckicks,,ndyuxí válí,ndyuxi vali,,nchuxí válí,,nchuxi vali,,nchuxí lo'o,,,—,—,,—,—,,chùún kwáchi,chuun kwachi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,521,guajolotito,turkey chick,,tyùún válí,tyuun vali,,kolo válí,,kolo vali,,kolo lo'o,,,—,—,,—,—,,píí,pii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,522,toro,bull,difference to the other toro?,sindìkí,sindiki,,tsíntsìjkì,,tsintsijki,vaca en general; see 1008 para toro,tsìntsikì,,,—,—,,—,—,,stìkǐ  (íí),stiki  (ii),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,523,burro,donkey,,burru,burru,,[burru],,[burru],,burru,,,—,—,,—,—,,lúrrú,lurru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,524,chimuelo,gap-toothed,,la'va,la'va,,lá'vá,,la'va,,kòo nù'on,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,526,moco,mucous,,la'la,la'la,,la'la,,la'la,,la'la,,,—,—,,lá'là,la'la,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,527,mojado,wet,para gente,ndàxin,ndaxin,Es para todo en general,làpa,,lapa,,ndaxìn,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,529,duro (es algo duro de quebrar como hueso),,,te'e,te'e,duro,láxán,,laxan,,tsǐ'e ,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,530,abdomen,abdomen,"se refriere también a partes de cuerpo que están expuesto (bare body parts, like arms in a short sleeved shirt)",tìxin,tixin,,nchìxin,,nchixin,,tsì'ǐ,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,531,flaco,skinny,"negative: desnutrido, demacrado",lakwan,lakwan,Se puede usar las dos esta bien,leke,,leke,,lakuan,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,532,tortilla pequeña ,small tortilla,es como la gordita/tortilla gruesa,vìlá,vila,,lulu,,lulu,,xìta vali,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,533,bolsa de semillas,seed bag,"esto lo usan para sembrar la maiz, frijoles etc..",leka,leka,,leka,,leka,BM or BB (MDes para otro pueblo),lěkâ,leka,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,534,tamal,tamale,es similar a los tamales pero no es tamales,tìkôó,tikoo,No se a que se refieran,sijvǐ,,sijvi,,tsìkojǒ,tsikojo,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,535,tipo de pájaro,type of bird,"con cresta, pecho azúl, muy rápido, come frutas negras pequeñas",,,,xǐli,,xili,,xǐli,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,536,silbato,whistle,,tí tivi,ti tivi,,víli,,vili,loan?,víli,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,537,tamal,tamale,,tìkôó,tikoo,,tsìkojǒ,,tsikojo,,sijvǐ,tamal de elote dulce,,—,—,,txìkóò,txikoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,538,tipo de pájaros,type of bird,"suena como ""ki kíí""",,,,likì,,liki,,líkì,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,539,tipo de pájaros,type of bird,"suena como ""kuu ku""",,,,líkô,,liko,,lijkó,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,540,dios,god,,{ndyóxì},{ndyoxi},,{nchióxì},,{nchioxi},,nchióxì,,,—,—,,{Nchóshì},{Nchoshi},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,541,sarampión,measles,,ndi'i valí,ndi'i vali,,lompe,,lompe,,ntsì'i kuachi,,,—,—,,—,—,,ndi'i kwachi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,542,Coicoyán de las Flores,Coicoyán de las Flores,,Kiaa,Kiaa,,lompa,,lompa,,Kiaà,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,543,moteado,spotted,Como frijoles pintos y vacas,lona,lona,La deficinion de esta palabra es para un enfermedad pero en las notas se ferieren a dos cosas diferentes.,lonà,,lona,,lònà,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,544,Oaxaca,Oaxaca,Ndova = Guaje ? se calló ?,ñuun ndùva,ñuun nduva,,Nùntovà,,Nuntova,,Nàndovà,,,—,—,,nùùntóvá,nuuntova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,545,tipo de chapulín,type of grasshopper,es para comer,tìka,tika,,tsikâ lúchí,,tsika luchi,,tsǐjka,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,546,naranja,orange,,tìkwaá,tikwaa,,tsìkuàjǎ,,tsikuaja,,tsìkuàjǎ,,,tikuaá,—,,txìkuàá,txikuaa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,547,corto ,short,para objetos como camisas,lúntú,luntu,,lúntú,,luntu,,kuítsi,,,—,—,,—,—,,lantu,lantu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,548,Tecomaxtlahuaca,Tecomaxtlahuaca,,Siá'à,Sia'a,,Siá'ǎ,,Sia'a,,Siá'ǎ,,,—,—,,Xá'à,Xa'a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,550,sobrino/sobrina,"nephew, niece",,xàxìn,xaxin,,sàxín,,saxin,,saxìn,,,—,—,,sàsì,sasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sàxìn,B.B,83,,,,,,,
449,551,Guerrero,Guerrero,río de lodo,ñuu kwàchi,ñuu kwachi,,Ìjtsia Ntsia'yì,,Ijtsia Ntsia'yi,,Chatun,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,552,Puebla,Puebla,Río de colibrí,Tàndyôó,tandyoo,,Ìjtsia Ntsio'ô,,Ijtsia Ntsio'o,,ìjtsia Ntsio'ô,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,553,qué significa?,,,,,,ñumí,,ñumi,,---,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,554,úvula,uvula,,sàmà,sama,,làjla,,lajla,,luntu sùkǔn,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,555,soldado,soldier,,lápa,lapa,,lapa,,lapa,,to'ò / lapa,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,556,sentado,sitting,,ndu'ù,ndu'u,,íntu'ǔ,,intu'u,,íntu'ǔ,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,557,acostado,lying down,A que se refireren?,nduva,nduva,,kántu'ǔ,,kantu'u,,kantu'ǔ,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,559,vómito,vomit,difference to other vomito?,ndùxan,nduxan,,xùxàn,,xuxan,,nduxǎn,,,—,—,,kuè'è (ñà) ntíxan,kue'e (ña) ntixan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,560,cerveza,beer,,ndixí,ndixi,,nchixî ,,nchixi ,,nchixì,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,561,tipo de espiritu,type of spirit,Es blanco y su proposito es buscar a los niños/as. ,anima,anima,Es pretamo del español,ñu'ú,,ñu'u,,anìmà,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,562,tipo de espiritu,type of spirit,Son mujeres que buscan a los hombres y tratan a agararte para tomar tu alma. Pueda que pasa algo como suicidarte o quedarte en enfermo mentalmente.,,,,náyujkú,,nayujku,"the people (women) from the forest'; yuhkú comes from yuhkǔ (forest, monte)",,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,563,personas,people,,nà yùví,na yuvi,,nàyùjkù,,nayujku,personas que trabajan con las plantas y hierbas (por ej. en la fresa/en el zacate),nà nyìvi,,,nà yívi,na yivi,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yen-yɨwɨʔ,modified,109,,,,,,,
461,564,paralizado,paralyzed,,kùtuùn,kutuun,,xíníí,,xinii,,ku tùùn,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,565,Coicoyán de las Flores,Coicoyán de las Flores,repetido #542,Kwian,Kwian,,Kiaà,,Kiaa,"numb, paralyzed, pins and needles",,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,566,Petlacala,Petlacala,,Chatun,Chatun,,Chǎtun ká'nu,,Chatun ka'nu,,—,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,568,red (bolsa),mesh bag,una clase de red en el campo ( duda en traduccion),,,,yàjti,,yajti,,ñà tsiìn tsàaka,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,570,malo/tramposo,,connotation of betrayal in a romantic relationship,sndavi,sndavi,"es tramposo, malo es kini",chi'ña,,chi'ña,,maña,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,571,vaso,glass,,[vaso],[vaso],,yaxǐn,,yaxin,,—,,,—,—,,[vásó],[vaso],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,572,vaso de plástico,platic cup,,yaxín ndyakà,yaxin ndyaka,,yaxǐn ntsiàkà,,yaxin ntsiaka,,vaso ntsà'ka,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,573,plástico,plastic,,tutu,tutu,,ntsiàkà,,ntsiaka,,ntsà'ka,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,574,temporada de lluvias,rainy season,,tiempo sàví,tiempo savi,,sáví,,savi,"/h/ not audible, maybe not present?",tiempo sáví,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,575,condición de sequía y pobreza extrema,drought,"economic hardship, drought, food shortage",tiempo i'chi,tiempo i'chi,,tajmǎ ,,tajma ,,tiempo íchì,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,576,lugar plano en el campo,flat field,,ta'ma,ta'ma,,ta'mà,,ta'ma,,nùú ntàà,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,578,hay algo adentro,be inside,probably a verb,ñu'un,ñu'un,,ñú'u,,ñu'u,,ñú'un,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,579,neblina,fog,,viko nuú,viko nuu,,vìjkònú'ú,,vijkonu'u,R -> L in fast speech; 'nú'ú' etmy comes from ñú'u 'hay algo adentro' because the clouds are permeating and all encompassing,vìko nú'ú,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,,qué significa?,,,,,,vìjkǒnú'ú,,vijkonu'u,careful speech,---,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,580,tallo de maíz,dry corn stalk,dry stalk of corn plant to feed animals later,ndí'ò,,,ntió'o,,ntio'o,,ndió'o,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,581,milpa en el tiempo de pastoreo,,,---,---,,ñàjmǎ,,ñajma,,tyamá,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,582,mosquito,gnat?,,ndyáá,ndyaa,,tsikún,,tsikun,,ndaá íxí,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,583,vestido,dress,,tyòto níi,tyoto nii,,xìyò,,xiyo,,xǐyo,,,—,—,,shòo,shoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,585,amante,lover,have negative connotation,tanìn,tanin,,tsiàñì,,tsiañi,,tsiànì,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,587,hierbabuena,mint,,mìnu sndikí,minu sndiki,,mìnû ntsiajyǐ,,minu ntsiajyi,,mǐnu ntsiajyǐ,,,—,—,,mìnustílá,minustila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,588,lago,lake,,minìn,minin,,mìnî,,mini,,mǐnî,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,589,elote tierno,baby corn,,isá,isa,,ìjsǎ,,ijsa,,nchìxǐ ché'é,,,íjà,ija,,—,—,,ìsà,isa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
