IDjoss,CODEjoss,GLOSSenglish,GLOSSspanish,VALUE
44,joco,squash,calabaza,yiki̧
45,joco,coati,tejón coatí,yiyi
46,joco,food,comida,ⁿzayu
47,joco,salty,salado,u(ʔ)wa ñi̧i̧
48,joco,blouse,huipil,[đo̧ʔno̧]
49,joco,work,trabajo,či̧ño̧
50,joco,cotton,algodón,kači
51,joco,wind,viento,tači
52,joco,man,hombre,ȼie
52,joco,man,hombre,ȼʸee
53,joco,round,redondon,NA
54,joco,oven,horno,ṣ̌itu
55,joco,box / drawer,cajón,NA
56,joco,mosquito,zancudo,ti kʷa̧ỹu̧
57,joco,wait for,esperar,ⁿzatu
58,joco,rotten,podrido,ȼaʔyu
59,joco,grab,agarrar,tȩȩⁿ
60,joco,tendon,tendón,tuči
61,joco,blow,soplar,tiwi
62,joco,handspan,cuarta,NA
63,joco,owner,dueño,stoʔo
64,joco,lay (egg),poner (huevo),saki
65,joco,big (sg.),grande (sg.),kaʔnu̧
66,joco,neck,cuello,đuku
67,joco,will come,va a venir,kii
68,joco,horn,cuerno,ⁿdeke
69,joco,snake,culebra,koo
70,joco,ugly,feo,kini̧
71,joco,hill,cerro,yuku
72,joco,armadillo,armadillo,[kʷayi̧]
73,joco,crooked,chueco,yakʷa
74,joco,year,año,kʷiya
75,joco,eyebrow,ceja,đukʷa
76,joco,pus,pus,ⁿdakʷa
77,joco,demon,demonio,NA
78,joco,yellow,amarillo,kʷa̧a̧
79,joco,sew,coser,na̧ kiku
80,joco,will carry,va a cargar,(đa) kʷiđo
81,joco,that,aquel,sukʷa̧
82,joco,below,abajo,ni̧no̧
83,joco,all night,toda la noche,nȩ ni̧ñu̧
84,joco,hot,caliente,i̧ʔni̧
85,joco,grain of corn,maíz,nu̧ni̧
86,joco,wall,pared,[ⁿǰika]
87,joco,early,temprano,[ⁿzeʔe đaȼa]
88,joco,open,abierto,[ⁿǰii]
89,joco,eight,ocho,u̧na̧
90,joco,tomato,jitomate,ti na̧na̧
91,joco,green bean,ejote,ⁿǰiči
92,joco,half,mitad,đawa
93,joco,cane,caña,ⁿdoo
94,joco,clay pot,olla,NA
95,joco,liquor,aguardiente,NA
96,joco,honey,miel,ⁿduđi
97,joco,armpit,sobaco,tika đeʔe
98,joco,tassel,espiga,yoko
99,joco,people,gente,ña̧ yii
100,joco,town,pueblo,ñu̧u̧
101,joco,smoke,humo,ñu̧ʔma̧
102,joco,eat,comer,saši
103,joco,hawk,gavilán,[đi̧ʔña̧]
103,joco,hawk,gavilán,tađu̧=águila
104,joco,truth,verdad,ⁿǰisa
105,joco,fire,lumbre,ñu̧ʔu̧
106,joco,six,seis,i̧ỹu̧
107,joco,fingernail,uņa,či̧i̧
108,joco,cornstalk,rastrojo,ña̧ma̧
109,joco,cornmeal,masa,yusa
110,joco,child,hijo,đaʔa
111,joco,"cold, phlegm",catarro,kʷeʔe đayu
112,joco,good,bueno,waʔa
113,joco,because,porque,NA
114,joco,this one,este mismo,mȩȩ
115,joco,is coming,ya viene,waši
116,joco,trash,basura,mi̧ʔi̧
117,joco,cat,gato,ƀilu
117,joco,cat,gato,[wiči]
118,joco,prickly pear,nopal,mi̧ʔⁿza
119,joco,foot,pie,saʔa
120,joco,cut,cortar,sa̧ʔⁿza
121,joco,fifteen,quince,sa̧ʔu̧
122,joco,guts,tripas,šiti
123,joco,ten,diez,uš̯i
124,joco,cold,frío,wiš̯i
125,joco,sandal,huarache,ⁿǰisa
126,joco,housepot,horcón,ti đȩʔȩ
127,joco,name,nombre,NA
128,joco,cacao,cacao,NA
129,joco,ear,oreja,đoʔo
130,joco,tasty,sabroso,ađi
131,joco,closed,cerrado,ⁿzađi
132,joco,day after tomorrow,pasado mañana,[ȩᵑɡa kii]
133,joco,sweet,dulce,wiđi
134,joco,now,ahora,wita̧
135,joco,hole,agujero,yawi
136,joco,afraid,tiene miedo,yuʔu
137,joco,poor,pobre,ⁿdaʔwi
138,joco,two,dos,uwi
138,joco,two,dos,uu
139,joco,scorpion,alacrán,ⁿdi đu̧ʔma̧
140,joco,go out,salir,kee
141,joco,paint,pintar,NA
142,joco,rat,rata,[tʸoto]
142,joco,rat,rata,ti̧ỹi̧
143,joco,swelling,hinchazón,ṣ̌i̧ñu̧
143,joco,swelling,hinchazón,kʷi̧ñu̧
144,joco,pimple,grano,NA
145,joco,it thunders,truena,[kato]
145,joco,it thunders,truena,ka̧ʔⁿdi
146,joco,rainbow,arco iris,koo ña̧ʔⁿǰi
147,joco,bird,pájaro,đaa
148,joco,frog,rana,ka đaʔwa
149,joco,navel,ombligo,[ti kuyu]
150,joco,urine,orina,đađa
151,joco,chachalaca,chachalaca,ⁿdasa
152,joco,smooth,lisa,ⁿdiʔwi
153,joco,little,chico,luči
154,joco,day,día,kii
154,joco,day,día,[ⁿduu]
155,joco,when,cuándo,[na̧ đaa]
156,joco,plain,llano,yođo
157,joco,how,cómo,na̧ đo
158,joco,carry,cargar,ⁿǰiđo
159,joco,cockroach,cucaracha,[ⁿdi đi̧ñu̧]
160,joco,glue,pegamento,ⁿdaka
161,joco,sickness,enfermedad,kʷeʔe
162,joco,see,ver,ⁿzaʔa
163,joco,slow,despacio,kʷee
164,joco,house,casa,weʔe
165,joco,mamey,mamey,ⁿǰika kʷaʔa
166,joco,grind,moler,ⁿǰiko
167,joco,wing,ala,ⁿǰiši̧
168,joco,stool,banquito,ti ȼayu
169,joco,cornfield,milpa,itu
170,joco,yesterday,ayer,iku
171,joco,other,otro,[ȩᵑɡa]
172,joco,comb,peine,kukʷa
173,joco,be born,se nació,kaku
174,joco,smart,sabio,NA
175,joco,stone,piedra,yuu
176,joco,mouth,boca,yuʔu
177,joco,I,yo,[-ⁿǰu]
178,joco,dew,rocío,yuyu
179,joco,brush,hierba,yuku
180,joco,furrow,surco,NA
181,joco,trousers,calzón,NA
182,joco,priest,sacerdote,NA
183,joco,brand,fierro,[fier̃u]
184,joco,will know,sabrá,ki̧ni̧-ⁿzo
185,joco,squirrel,ardilla,kʷa̧ñi̧
186,joco,loose,floja,taya
187,joco,heavy,pesado,wee
188,joco,tobacco,tobaco,i̧nu̧=cigarro
1,cuya,rain,lluvia,(ka kɨ̧ɨ̧) đawi
2,cuya,agave,maguey,yawi
3,cuya,straw mat,petate,yuwi
4,cuya,four,cuatro,kɨ̧mi̧
5,cuya,feather,pluma,[iđi]
6,cuya,tail,cola,đu̧ʔmȩ
7,cuya,wax,cera,ñu̧mȩ
8,cuya,nose,nariz,điʰči
9,cuya,word,palabra,[ⁿduđu]
10,cuya,near,está cerca,ña̧či̧
11,cuya,tree,árbol,ñu̧tu̧
12,cuya,deer,venado,[đu-kuʔu]
13,cuya,lard,manteca,đȩʔȩ
14,cuya,smell,olor,điko
15,cuya,tortilla,tortilla,ita
16,cuya,vomits,vomita,(ka) ⁿduÑñȩ
17,cuya,lazy,flojo,đuÑñȩ
18,cuya,bed,cama,žito
19,cuya,griddle,comal,yiyo
20,cuya,sin,culpa,kʷeči
21,cuya,bean,frijol,ⁿduči
22,cuya,water,agua,ⁿdute
23,cuya,river,río,[ⁿdute kaʔnu̧]
23,cuya,river,río,yu yute
24,cuya,mud,lodo,ⁿdeʔyu
25,cuya,man's brother,hermano de h.,ya̧ni̧
26,cuya,three,tres,u̧ni̧
27,cuya,tooth,diente,nu̧ʔu̧
28,cuya,five,cinco,u̧ʔu̧
29,cuya,bitter,amargo,uwe
30,cuya,meat,carne,ku̧ñu̧
31,cuya,red,rojo,kʷeʔe
32,cuya,(he) went,se fue,kʷȩʔȩ
33,cuya,seven,siete,uṣ̌e
34,cuya,thread,hilo,yuʔwe
35,cuya,animal,animal,kɨtɨ
36,cuya,it finishes,se acaba,ⁿdɨʔɨ
37,cuya,egg,blanquillo,ⁿdɨwɨ
38,cuya,foam,espuma,i̧ñu̧
39,cuya,blood,sangre,nɨ̧ñɨ̧
40,cuya,husband,marido,žɨɨ
41,cuya,salt,sal,ñɨ̧ɨ̧
42,cuya,net bag,red,yu̧nu̧
43,cuya,gourd,jícara,ñaxi̧
44,cuya,squash,calabaza,ñɨ̧kɨ̧
45,cuya,coati,tejón coatí,žɨžɨ
46,cuya,food,comida,NA
47,cuya,salty,salado,[ñȩ ñɨ̧ɨ̧]
47,cuya,salty,salado,uʔwe
48,cuya,blouse,huipil,điʰku̧
49,cuya,work,trabajo,či̧ñu̧
50,cuya,cotton,algodón,kači
51,cuya,wind,viento,tači
52,cuya,man,hombre,tii
53,cuya,round,redondon,tɨ kute
54,cuya,oven,horno,žitu
55,cuya,box / drawer,cajón,ñȩtu̧
56,cuya,mosquito,zancudo,ṣ̌u ku̧u̧
57,cuya,wait for,esperar,ka ⁿdeta
58,cuya,rotten,podrido,teʔyu
59,cuya,grab,agarrar,tɨ̧ɨ̧
60,cuya,tendon,tendón,tuči
61,cuya,blow,soplar,ka tɨwɨ
62,cuya,handspan,cuarta,too
63,cuya,owner,dueño,toʔo
64,cuya,lay (egg),poner (huevo),NA
65,cuya,big (sg.),grande (sg.),kaʔnu̧
66,cuya,neck,cuello,đuxu̧
67,cuya,will come,va a venir,kixi
68,cuya,horn,cuerno,ⁿdɨ̧kɨ̧
69,cuya,snake,culebra,koo
70,cuya,ugly,feo,kini̧
71,cuya,hill,cerro,[ⁿdaxi̧]
71,cuya,hill,cerro,yuku
72,cuya,armadillo,armadillo,[čiwi]
73,cuya,crooked,chueco,yakʷa
74,cuya,year,año,kʷia
75,cuya,eyebrow,ceja,[đɨkɨ wiʔi stuu]
76,cuya,pus,pus,ⁿdakʷa
77,cuya,demon,demonio,kʷi̧ʔna̧
77,cuya,demon,demonio,[ña̧ đuʔu]
78,cuya,yellow,amarillo,kʷa̧a̧
79,cuya,sew,coser,ka na̧ kuku
80,cuya,will carry,va a cargar,kʷiđo
81,cuya,that,aquel,iʰka̧
82,cuya,below,abajo,NA
83,cuya,all night,toda la noche,nɨ̧ ni̧ñu̧
84,cuya,hot,caliente,i̧ʔni̧
85,cuya,grain of corn,maíz,nu̧ni̧
86,cuya,wall,pared,[ⁿdoʔo]
87,cuya,early,temprano,[đete]
87,cuya,early,temprano,[te waa]
88,cuya,open,abierto,[ka ⁿdii]
89,cuya,eight,ocho,u̧na̧
90,cuya,tomato,jitomate,tra̧na̧
91,cuya,green bean,ejote,ⁿdiʰči
92,cuya,half,mitad,đawa
93,cuya,cane,caña,ⁿdoo
94,cuya,clay pot,olla,kɨđɨ
95,cuya,liquor,aguardiente,ⁿdɨđi
96,cuya,honey,miel,ⁿduđi
97,cuya,armpit,sobaco,ma̧ điʔi
98,cuya,tassel,espiga,yoko
99,cuya,people,gente,ña̧ʔa̧
100,cuya,town,pueblo,ñu̧u̧
101,cuya,smoke,humo,ñu̧ʔmȩ
102,cuya,eat,comer,ka yexi
103,cuya,hawk,gavilán,tađu̧=gavilucha
104,cuya,truth,verdad,[ⁿdaa]
104,cuya,truth,verdad,ⁿdixe
105,cuya,fire,lumbre,ñu̧ʔu̧
106,cuya,six,seis,i̧ñu̧
107,cuya,fingernail,uņa,tɨ či̧i̧
108,cuya,cornstalk,rastrojo,ña̧ma̧
109,cuya,cornmeal,masa,ñu̧Ñnȩ
110,cuya,child,hijo,iʔya
111,cuya,"cold, phlegm",catarro,đayu
112,cuya,good,bueno,waʔa
113,cuya,because,porque,NA
114,cuya,this one,este mismo,NA
115,cuya,is coming,ya viene,[kixi̧]
116,cuya,trash,basura,[žaka]
117,cuya,cat,gato,[wiʰči]
118,cuya,prickly pear,nopal,mi̧ʔⁿde
119,cuya,foot,pie,žeʔe
120,cuya,cut,cortar,ka žȩʔⁿde
121,cuya,fifteen,quince,ṣ̌ȩʔu̧
122,cuya,guts,tripas,žɨtɨ
123,cuya,ten,diez,uṣ̌i
124,cuya,cold,frío,wixi̧
125,cuya,sandal,huarache,ⁿdi̧ñȩ
126,cuya,housepot,horcón,šeʔe
127,cuya,name,nombre,đɨwɨ
128,cuya,cacao,cacao,đɨʔwa
129,cuya,ear,oreja,[tutu]
130,cuya,tasty,sabroso,ađɨ
131,cuya,closed,cerrado,ka ⁿdađi
132,cuya,day after tomorrow,pasado mañana,iđa
133,cuya,sweet,dulce,wiđi
134,cuya,now,ahora,wi yaʔa
135,cuya,hole,agujero,yawi
136,cuya,afraid,tiene miedo,ka yuʔwi
137,cuya,poor,pobre,ⁿdaʔwi
138,cuya,two,dos,uwi
139,cuya,scorpion,alacrán,tu̧ʔmȩ
140,cuya,go out,salir,[ka ⁿdɨʔɨ]
141,cuya,paint,pintar,kađa kaʔyu
142,cuya,rat,rata,tɨ̧ñɨ̧
143,cuya,swelling,hinchazón,[čiʰtu
144,cuya,pimple,grano,ⁿdɨʔyɨ
145,cuya,it thunders,truena,[ka yite]
145,cuya,it thunders,truena,ka̧ʔⁿdɨ
146,cuya,rainbow,arco iris,ža̧ʔⁿdi
147,cuya,bird,pájaro,laa
148,cuya,frog,rana,saʔwa
149,cuya,navel,ombligo,đa̧ⁿdu
150,cuya,urine,orina,ⁿdute đeđe
151,cuya,chachalaca,chachalaca,NA
152,cuya,smooth,lisa,[ⁿdɨɨ]
152,cuya,smooth,lisa,ⁿdɨʔwɨ
153,cuya,little,chico,li̧ʔⁿdi
154,cuya,day,día,[ⁿduwi]
155,cuya,when,cuándo,a̧ma̧
156,cuya,plain,llano,yođo
156,cuya,plain,llano,[ⁿdaa]
157,cuya,how,cómo,[ⁿdi katɨ]
158,cuya,carry,cargar,kađa kʷiđo
159,cuya,cockroach,cucaracha,steʔye
160,cuya,glue,pegamento,NA
161,cuya,sickness,enfermedad,kʷiʔi
162,cuya,see,ver,[ka yi̧ni̧]
163,cuya,slow,despacio,kʷii
164,cuya,house,casa,wiʔi
165,cuya,mamey,mamey,ⁿdika kʷeʔe
166,cuya,grind,moler,ka ⁿdiko
167,cuya,wing,ala,ⁿdi̧xi̧
168,cuya,stool,banquito,teyu
169,cuya,cornfield,milpa,itu
170,cuya,yesterday,ayer,iku
171,cuya,other,otro,tuku
172,cuya,comb,peine,kuka
173,cuya,be born,se nació,kaku
174,cuya,smart,sabio,tuʔwe
175,cuya,stone,piedra,yuu
176,cuya,mouth,boca,yuʔu
177,cuya,I,yo,ⁿduʔu
177,cuya,I,yo,yuʔu
178,cuya,dew,rocío,žužu
179,cuya,brush,hierba,[kuʔu]
179,cuya,brush,hierba,yuku
180,cuya,furrow,surco,NA
181,cuya,trousers,calzón,[ti̧ʔi̧]
182,cuya,priest,sacerdote,đutu
183,cuya,brand,fierro,[yer̃u]
184,cuya,will know,sabrá,[tuʔwe]
185,cuya,squirrel,ardilla,kʷȩñu̧
186,cuya,loose,floja,na̧ taya
187,cuya,heavy,pesado,wii
188,cuya,tobacco,tobaco,i̧nu̧
1,cuau,rain,lluvia,(ka kɨ̧ɨ̧) đawi
2,cuau,agave,maguey,yawi
3,cuau,straw mat,petate,žuwi
4,cuau,four,cuatro,kɨ̧mi̧
5,cuau,feather,pluma,[iđi]
6,cuau,tail,cola,đu̧ʔmȩ
7,cuau,wax,cera,žu̧mȩ
8,cuau,nose,nariz,đi̧ʰȼi̧
9,cuau,word,palabra,[ⁿduđu]
10,cuau,near,está cerca,ya̧ȼi̧
11,cuau,tree,árbol,žu̧tu̧
12,cuau,deer,venado,[đɨ-kuʔu]
13,cuau,lard,manteca,đȩʔȩ
14,cuau,smell,olor,điko
15,cuau,tortilla,tortilla,ita
16,cuau,vomits,vomita,(ka) ⁿduʸxȩ
17,cuau,lazy,flojo,đuxʸȩ
17,cuau,lazy,flojo,đu̧Ññȩ
18,cuau,bed,cama,žito
19,cuau,griddle,comal,žižo
20,cuau,sin,culpa,kʷeȼi
21,cuau,bean,frijol,ⁿduȼi
22,cuau,water,agua,ⁿdute
23,cuau,river,río,[ⁿdute kaʔnu̧]
24,cuau,mud,lodo,ⁿdoʔžo
24,cuau,mud,lodo,ⁿdeʔyu
25,cuau,man's brother,hermano de h.,ža̧ni̧
26,cuau,three,tres,u̧ni̧
27,cuau,tooth,diente,nu̧ʔu̧
28,cuau,five,cinco,u̧ʔu̧
29,cuau,bitter,amargo,uwe
30,cuau,meat,carne,ku̧ñu̧
31,cuau,red,rojo,kʷeʔe
32,cuau,(he) went,se fue,kʷȩʔȩ
33,cuau,seven,siete,uṣ̌e
34,cuau,thread,hilo,yuʔwe
35,cuau,animal,animal,kɨtɨ
36,cuau,it finishes,se acaba,ⁿdɨʔɨ
37,cuau,egg,blanquillo,ⁿdɨwi
38,cuau,foam,espuma,ȼi̧ñu̧
39,cuau,blood,sangre,nɨ̧ñɨ̧
40,cuau,husband,marido,žɨɨ
41,cuau,salt,sal,ñɨ̧ɨ̧
42,cuau,net bag,red,žu̧nu̧
43,cuau,gourd,jícara,ñaxi̧
44,cuau,squash,calabaza,NA
45,cuau,coati,tejón coatí,žɨžɨ
46,cuau,food,comida,NA
47,cuau,salty,salado,[ñȩ ñɨ̧ɨ̧]
47,cuau,salty,salado,uʔwe=espeso
48,cuau,blouse,huipil,điʰku̧
49,cuau,work,trabajo,ȼi̧ñu̧
50,cuau,cotton,algodón,kaȼi
51,cuau,wind,viento,taȼi
52,cuau,man,hombre,tii
53,cuau,round,redondon,tɨ kute
54,cuau,oven,horno,žiʰtu̧
55,cuau,box / drawer,cajón,žȩʰtu̧
56,cuau,mosquito,zancudo,tɨ kʷeñi̧
57,cuau,wait for,esperar,ⁿdetu
58,cuau,rotten,podrido,teʔžu
59,cuau,grab,agarrar,tɨ̧ɨ̧
60,cuau,tendon,tendón,tuȼi
61,cuau,blow,soplar,ka tɨwɨ
62,cuau,handspan,cuarta,too
63,cuau,owner,dueño,ži toʔo
64,cuau,lay (egg),poner (huevo),[ka taxi]
65,cuau,big (sg.),grande (sg.),kaʔnu̧
66,cuau,neck,cuello,đu̧ʰku̧
67,cuau,will come,va a venir,kixi
68,cuau,horn,cuerno,ⁿdɨʰkɨ̧
69,cuau,snake,culebra,koo
70,cuau,ugly,feo,kini̧ kaa
71,cuau,hill,cerro,[ⁿdaxi̧]
71,cuau,hill,cerro,yuku
72,cuau,armadillo,armadillo,[čiwi]
73,cuau,crooked,chueco,yakʷa
74,cuau,year,año,kʷiža
75,cuau,eyebrow,ceja,[iđi susiʔ]
76,cuau,pus,pus,ⁿdakʷa
77,cuau,demon,demonio,kʷi̧ʔna̧
77,cuau,demon,demonio,[ña̧ đuʔu]
78,cuau,yellow,amarillo,kʷa̧a
79,cuau,sew,coser,ka na̧ kɨku
80,cuau,will carry,va a cargar,kʷiđo
81,cuau,that,aquel,iʰka̧
82,cuau,below,abajo,NA
83,cuau,all night,toda la noche,ni̧ñu̧ ni̧ñu̧
84,cuau,hot,caliente,i̧ʔni̧
85,cuau,grain of corn,maíz,nu̧ni̧
86,cuau,wall,pared,[ⁿdoʔo]
87,cuau,early,temprano,[te waa  ȼi̧]
88,cuau,open,abierto,[ⁿdii]
89,cuau,eight,ocho,u̧na̧
90,cuau,tomato,jitomate,tra̧na̧
91,cuau,green bean,ejote,ⁿdiʰȼi
92,cuau,half,mitad,đawa
93,cuau,cane,caña,ⁿdoo
94,cuau,clay pot,olla,kɨđɨ
95,cuau,liquor,aguardiente,ⁿdɨđi=tepache
96,cuau,honey,miel,ⁿduđi
97,cuau,armpit,sobaco,na̧ điʔi
98,cuau,tassel,espiga,yoko
99,cuau,people,gente,ña̧ʔa̧
100,cuau,town,pueblo,ñu̧u̧
101,cuau,smoke,humo,žu̧ʔmȩ
102,cuau,eat,comer,ka žexi
103,cuau,hawk,gavilán,tađu̧
104,cuau,truth,verdad,[ⁿdaa]
104,cuau,truth,verdad,ⁿdixʸe
105,cuau,fire,lumbre,ñu̧ʔu̧
106,cuau,six,seis,i̧ñu̧
107,cuau,fingernail,uņa,tɨ ȼi̧i̧
108,cuau,cornstalk,rastrojo,ža̧ma̧
109,cuau,cornmeal,masa,ñu̧Ñnȩ
110,cuau,child,hijo,iʔža
111,cuau,"cold, phlegm",catarro,kʷi đayu
112,cuau,good,bueno,waʔa
113,cuau,because,porque,NA
114,cuau,this one,este mismo,NA
115,cuau,is coming,ya viene,[kixi̧]
116,cuau,trash,basura,[žaka]
117,cuau,cat,gato,[wiʰȼi]
118,cuau,prickly pear,nopal,mi̧ʔⁿde
119,cuau,foot,pie,žeʔe
120,cuau,cut,cortar,ka žȩʔⁿde
121,cuau,fifteen,quince,ṣ̌ȩʔu̧
122,cuau,guts,tripas,žɨtɨ
123,cuau,ten,diez,uṣ̌i
124,cuau,cold,frío,wi̧xi̧
125,cuau,sandal,huarache,ⁿdi̧Nñȩ
126,cuau,housepot,horcón,ȼeʔe
127,cuau,name,nombre,đɨwɨ
128,cuau,cacao,cacao,điʔwa
129,cuau,ear,oreja,[tuʰtu]
130,cuau,tasty,sabroso,ađɨ̧
131,cuau,closed,cerrado,ⁿdađɨ
132,cuau,day after tomorrow,pasado mañana,iđa
133,cuau,sweet,dulce,wiđi
134,cuau,now,ahora,wi yaʔa
135,cuau,hole,agujero,yawi
136,cuau,afraid,tiene miedo,yuʔwi
137,cuau,poor,pobre,ⁿdaʔwi
138,cuau,two,dos,uwi
139,cuau,scorpion,alacrán,θu̧ʔmȩ
140,cuau,go out,salir,kai
141,cuau,paint,pintar,NA
142,cuau,rat,rata,tɨ̧ñɨ̧
143,cuau,swelling,hinchazón,[ka ȼiʰtu]
144,cuau,pimple,grano,ⁿdɨʔžɨ
145,cuau,it thunders,truena,[yite]
145,cuau,it thunders,truena,ka̧ʔⁿdɨ
146,cuau,rainbow,arco iris,ȼa̧ʔⁿdi
147,cuau,bird,pájaro,laa
148,cuau,frog,rana,luu ȼaʔwa
149,cuau,navel,ombligo,đa̧ⁿdu
150,cuau,urine,orina,[tete]
150,cuau,urine,orina,ⁿdute đeđe
151,cuau,chachalaca,chachalaca,NA
152,cuau,smooth,lisa,[ⁿdɨɨ]
152,cuau,smooth,lisa,ⁿdɨʔwɨ
153,cuau,little,chico,li̧ʔⁿdi
154,cuau,day,día,[ⁿduwi]
155,cuau,when,cuándo,a̧ma̧
156,cuau,plain,llano,yođo
157,cuau,how,cómo,[ⁿde kaa]
158,cuau,carry,cargar,ⁿdiđo
159,cuau,cockroach,cucaracha,steʔže
160,cuau,glue,pegamento,[ka tɨɨ]
161,cuau,sickness,enfermedad,kʷiʔi
162,cuau,see,ver,[ka ži̧ni̧]
163,cuau,slow,despacio,kʷii
164,cuau,house,casa,wiʔi
165,cuau,mamey,mamey,ⁿdika kʷeʔe
166,cuau,grind,moler,ka ⁿdiko
167,cuau,wing,ala,ⁿdi̧xi̧
168,cuau,stool,banquito,teyu
169,cuau,cornfield,milpa,itu
170,cuau,yesterday,ayer,iku
171,cuau,other,otro,tuku
172,cuau,comb,peine,kuka
173,cuau,be born,se nació,kaku
174,cuau,smart,sabio,tuʔwe
175,cuau,stone,piedra,žuu
176,cuau,mouth,boca,yuʔu
177,cuau,I,yo,[ⁿdɨʔɨ]
178,cuau,dew,rocío,žužu
179,cuau,brush,hierba,yuku
179,cuau,brush,hierba,[kuʔu]
180,cuau,furrow,surco,NA
181,cuau,trousers,calzón,[đɨʔɨ]
182,cuau,priest,sacerdote,đuʰtu
183,cuau,brand,fierro,[žer̃u]
184,cuau,will know,sabrá,ka ži̧ni̧
185,cuau,squirrel,ardilla,kʷȩñu̧
186,cuau,loose,floja,taya
187,cuau,heavy,pesado,wii
188,cuau,tobacco,tobaco,i̧nu̧
1,coat,rain,lluvia,đaƀi
2,coat,agave,maguey,šaƀi (ñu̧ʔu̧)
3,coat,straw mat,petate,šuƀi
4,coat,four,cuatro,kɨ̧mi̧
5,coat,feather,pluma,[iđi]
6,coat,tail,cola,đu̧ʔmȩ
7,coat,wax,cera,šu̧mȩ
8,coat,nose,nariz,điȼi̧
9,coat,word,palabra,tu̧ʔu̧
10,coat,near,está cerca,eȼi̧
11,coat,tree,árbol,utu̧
12,coat,deer,venado,[kuʔu]
13,coat,lard,manteca,đȩʔȩ
14,coat,smell,olor,điko
15,coat,tortilla,tortilla,ita
16,coat,vomits,vomita,(ka) ⁿdušȩ
17,coat,lazy,flojo,(ña̧)đušȩ
18,coat,bed,cama,ito
19,coat,griddle,comal,šio
20,coat,sin,culpa,kʷeȼi
21,coat,bean,frijol,ⁿdʸuȼi
22,coat,water,agua,ⁿdʸute
23,coat,river,río,šu šute
24,coat,mud,lodo,ⁿdoʔšo
25,coat,man's brother,hermano de h.,ȩni̧
26,coat,three,tres,u̧ni̧
27,coat,tooth,diente,nu̧ʔu̧
28,coat,five,cinco,u̧ʔu̧
29,coat,bitter,amargo,uƀe
30,coat,meat,carne,ku̧ñu̧
31,coat,red,rojo,kʷeʔe
32,coat,(he) went,se fue,kʷȩʔȩ
33,coat,seven,siete,uše
34,coat,thread,hilo,šuʔƀe
35,coat,animal,animal,kɨtɨ
36,coat,it finishes,se acaba,ⁿdɨʔɨ
37,coat,egg,blanquillo,ⁿdɨƀɨ
38,coat,foam,espuma,ti̧ñu̧
39,coat,blood,sangre,nɨ̧ñɨ̧
40,coat,husband,marido,šɨɨ
41,coat,salt,sal,ñɨ̧ɨ̧
42,coat,net bag,red,šu̧nu̧
43,coat,gourd,jícara,eʔši̧
44,coat,squash,calabaza,šɨ̧kɨ̧
45,coat,coati,tejón coatí,šɨšɨ
46,coat,food,comida,NA
47,coat,salty,salado,[đe ñɨ̧ɨ̧]
48,coat,blouse,huipil,[đu̧ʔnu̧]
49,coat,work,trabajo,ȼi̧ñu̧
50,coat,cotton,algodón,kaȼi
51,coat,wind,viento,taȼi
52,coat,man,hombre,ña tii
53,coat,round,redondon,NA
54,coat,oven,horno,NA
55,coat,box / drawer,cajón,etu̧
56,coat,mosquito,zancudo,skȩñu̧
57,coat,wait for,esperar,ka ⁿdetu
58,coat,rotten,podrido,teʔu
59,coat,grab,agarrar,[kur kaa]
60,coat,tendon,tendón,tuȼi̧
61,coat,blow,soplar,tɨƀɨ
62,coat,handspan,cuarta,too
63,coat,owner,dueño,tθoʔo
64,coat,lay (egg),poner (huevo),NA
65,coat,big (sg.),grande (sg.),kaʔnu̧
66,coat,neck,cuello,đuku̧
67,coat,will come,va a venir,kiši
68,coat,horn,cuerno,ⁿdɨkɨ
69,coat,snake,culebra,koo
70,coat,ugly,feo,kini̧ kaa
71,coat,hill,cerro,šuku
72,coat,armadillo,armadillo,šakʷi̧
73,coat,crooked,chueco,skʷe
74,coat,year,año,kʷia
75,coat,eyebrow,ceja,e đukʷa
76,coat,pus,pus,ⁿdakʷa
77,coat,demon,demonio,[la kuʔu]
78,coat,yellow,amarillo,kʷa̧a̧
79,coat,sew,coser,kɨkɨ
79,coat,sew,coser,kɨku
80,coat,will carry,va a cargar,kʷiđo
81,coat,that,aquel,ika̧
82,coat,below,abajo,NA
83,coat,all night,toda la noche,ni̧ñu̧
84,coat,hot,caliente,i̧ʔni̧
85,coat,grain of corn,maíz,nu̧ni̧
86,coat,wall,pared,[ⁿdoʔo]
87,coat,early,temprano,[te ƀaȼi]
88,coat,open,abierto,[ka ⁿdii]
89,coat,eight,ocho,u̧na̧
90,coat,tomato,jitomate,la̧na̧
90,coat,tomato,jitomate,tra̧na̧
91,coat,green bean,ejote,ⁿdiȼi
92,coat,half,mitad,đaƀa
93,coat,cane,caña,ⁿdoo
94,coat,clay pot,olla,kɨđɨ
95,coat,liquor,aguardiente,ⁿdiđi
96,coat,honey,miel,ⁿduđi
97,coat,armpit,sobaco,ma̧ điʔi
98,coat,tassel,espiga,[šoʔo]
99,coat,people,gente,ña̧ʔa̧
100,coat,town,pueblo,ñu̧u̧
101,coat,smoke,humo,u̧ʔmȩ
102,coat,eat,comer,kaši
103,coat,hawk,gavilán,tađu̧
104,coat,truth,verdad,[ⁿdaa]
105,coat,fire,lumbre,ñu̧ʔu̧
