Grapheme	IPA	EXAMPLES	LANGUAGES	FREQUENCY	CODEPOINTS
^a	a	ađi, asi	chic12, tepo01, nuxa11, tepe11, atat11, jami11, caca11, chay11, prom01, nuxi11, sind11, soya11, chig11, apas11, chic11, ixta12, cuya11, ixta11, sayu11, cuau11, yuta11, tila11, jica12, pino12, yoso14, tepe03, huaz11, tlac11, yolo12, itun11, chaz11, esta11, mech11, papa11, gran11, jica11, teit11, pied11, tona11, yoso11, yolo11, joco11, tama11, mica11, coso11, colo11, cuil11, lore11, pena11, tutu11, nund11, copa11, tejo11, mixt11, chal11, achi11, more11, pied12, apoa11, pino11, atoy11, tida11, acat11, tepe12, juxt11, tepo11	100	U+005e U+0061
ó$	ó	yosó, kòó	xoch11, mixt11, jica13, tlah11, diux11, yucu15, coic11, coat11, yucu17, colo11, yuta13, alac11, peno11, flor12, huen11, prog12, conc11, xaya12, pied12, mont12, ahue11, tepe03, reye11, jami11, tlac12, jica11, prom01, abas11, chic02, pena11, metl11, dura11	100	U+00f3 U+0024
ò	ò	sòʔō, sò'o	mont12, flor12, pied12, dura11, tlah11, mixt11, yucu17, ahue11, cahu11, caca11, ocot11, prom01, xaya12, yucu15, alac11, coic11, peno11, coat11, tama12, atat11, prog12, nuch11, reye11, tlac12, gran11, jica11, chay11, nuyo11, pena11, huen11, diux11, metl11, ayut11, yucu12	100	U+00f2
r	r	ardiya, surku	chic12, chic02, copa11, caca11, papa11, zaca11, chay12, colo11, cuya11, coat11, amat11, cuau11, tepe11, yuta11, mont14, aten11, cris11, chay11, ixta13, mica11, cuil11, nund11, tlal11, tejo11, jica13, toto12, yuta13, chig11, zapo11	100	U+0072
ò$	ò	òkò, ⁿdōò	mont12, pena11, colo11, dura11, peno11, atat11, gran11, huen11, yucu13, yucu17, chay11, xaya12, prog12, nuch11, aten11, reye11, ocot11, metl11, alac11, cahu11, xaya11, coat11, teco11, caca11, jica11, flor12, abas11, guad11, nuyo11, ayut11, ixpa11, yucu12, pied12, tepe12, coic11	100	U+00f2 U+0024
ù̧	ù̧	nù̧ʔū̧, ʔù̧ʔù̧	yucu12, nuyo11, ocot11, yucu15, xaya12, metl11, ahue11, coic11, dura11, yucu13, teco11, nuch11, tlac12, coat11, tama12, prog12, aten11, alac11, peno11, atat11, reye11, gran11, guad11, ayut11, moli11	100	U+00f9 U+0327
i̠	i̠	xi̠to, ki̠si	yuta13, alac11, jica13, xoch11, zaca11	100	U+0069 U+0320
^kw	kʷ	kwehe, kwáhá	mixt11, diux11, tlah11, yoso11, alac11, yolo11, ayut11, jami11, ocot11, coat11, prog12, copa11, conc11	100	U+005e U+006b U+0077
a̧a̧$	a̧a̧	kʷa̧a̧, xʷa̧a̧	lore11, ahue11, tlal11, tila11, teco11, toto12, xaya11, cuya11, coat11, tlac11, aten11, reye11, itun11, esta11, jami11, caca11, teit11, yoso11, ixta13, guad11, nuxi11, mica11, sind11, moli11, acat11, juxt11, tepo11, ixta11, huaz11, nuch11, brav11, pied11, tona11, prog11, yolo11, yucu11, coso11, diux11, tejo11, chal11, achi11, more11, apas11, tata11, pino11, tida11, sayu11, peno11, jica12, nund12, flor11, cris11, gran11, coxc11, alco11, cuat11, tutu11, mont13, pena12, chay12, tlaz11, soya11, este11, apoa11, atoy11, dura11, colo11, tepe12, ixta12, cahu11, ndua11, amat11, tama12, nuxa11, tepe11, pino12, yolo12, huit11, adeq11, chaz11, mech11, jica11, nuti11, sini11, joco11, tama11, cuil11, nund11, nund13, mixt11, chig11, chic11, alac11, jate11	100	U+0061 U+0327 U+0061 U+0327 U+0024
N	<?>	đi̧Nni̧, iNnu̧	yoso11, tlac11, atat11, yolo11, achi11, teit11, moli11, huit11, tama11, adeq11, nuxi11, tata11, cuil11, yuta12, coxc11, yucu11, peno11, cuau11, mont14, tida11, jate11	100	U+004e
^ts	ts	tsìtù, tsóko	pied12, colo11, yucu17, flor12, mixt11, abas11, chic02, coat11, chic12, copa11, tepe03	100	U+005e U+0074 U+0073
^ⁿǰ	ⁿǰ	ⁿǰiči, ⁿǰika	nuxa11, cris11, nuxi11, tlal11, ixta12, amat11, pied11, joco11, sind11, chig11, apas11, tida11, peno11, chaz11, tona11, tlaz11, soya11, chic11, acat11, ndua11, tepe11, tlac11, teco11, ixta13, coso11, yuta11, huit11, flor11, cuil11, chay12, nund13, xaya12, jate11, toto12, este11, zapo11	96	U+005e U+207f U+01f0
^h	h	hoʔo, hita	prog12, tepo01, yucu13, nuch11, chic12, chic02, aten11, conc11, ixpa11, mont12, copa11, colo11, tepe03, more11, papa11, chay12, tama12, jica12, flor11, zaca11, sini11, atoy11	95	U+005e U+0068
è	è	sèʔē, kuè'è	ocot11, pena11, yucu12, peno11, nuyo11, pied12, flor12, mixt11, xaya12, dura11, tlah11, coat11, atat11, yucu17, mont12, prom01, huen11, moli11, yucu15, ixpa11, coic11, xaya11, prog12, yucu13, reye11, tlac12, xoch11, caca11, gran11, jica11, chay11, cuat11, guad11	95	U+00e8
ʔⁿ	ʔⁿ	ƀi̧ʔⁿda, wi̧ʔⁿde	coat11, cuya11, cuau11, yucu13, pied11, tama11, guad11, mixt11, soya11, este11, yucu15, ixta12, cahu11, ixta11, peno11, sayu11, nuxa11, tama12, tepe11, atat11, dura11, tila11, jica12, pino12, huaz11, tlac11, huit11, aten11, nuch11, teco11, reye11, yolo12, itun11, chaz11, esta11, jami11, mech11, caca11, jica11, gran11, brav11, teit11, tona11, chay11, ocot11, yoso11, zaca11, alco11, prom01, joco11, yolo11, cuat11, nuxi11, yucu11, coso11, colo11, lore11, cuil11, tutu11, mont13, tejo11, ayut11, sind11, tlaz11, xaya12, zapo11, tepo11, moli11, achi11, ixpa11, chig11, more11, apas11, apoa11, chic11, pino11, atoy11, tida11, acat11, tepe12, ahue11, juxt11, coic11	95	U+0294 U+207f
ù̧$	ù̧	ʔù̧ʔù̧, ù̧ʔù̧	peno11, ocot11, yucu15, xaya12, teco11, nuyo11, yucu12, yucu13, gran11, atat11, aten11, guad11, dura11, reye11, ahue11, coat11, tama12, prog12, huaz11, nuch11, mech11, tlac12, jica11, chay11, diux11, mixt11, metl11, ayut11, moli11, ixpa11, alac11, acat11, coic11	93	U+00f9 U+0327 U+0024
^tʸ	tʲ	tʸaa, tʸi̧i̧	mixt11, huaz11, metl11, jami11, mech11, lore11, tutu11, ayut11, colo11, juxt11, ixta11, chay11, coic11, ixta12, xaya11, sayu11, nuxa11, nuti11, acat11, cahu11, ndua11, tama12, tepe11, aten11, nuch11, teco11, chaz11, brav11, tona11, joco11, cuat11, ixta13, tama11, nuxi11, mica11, nuyo11, coso11, cuil11, chay12, xaya12, soya11, toto12, yucu15, apas11, chic11	92	U+005e U+0074 U+02b8
ǐ$	ǐ	ichǐ, nùnǐ	yucu17, flor12, mixt11, pied12, coat11, tama12, tlah11, tama11, ahue11	91	U+01d0 U+0024
a̠	a̠	va̠’a, kua̠chi	papa11, alac11, jica13, xoch11, yuta13, zaca11	89	U+0061 U+0320
ȩ$	<?>	đu̧ʔmȩ, ñu̧mȩ	coat11, cuau11, pied11, cuya11, sind11, itun11, este11, peno11, nuxa11, huit11, prog11, tama11, yuta11, prom01, nuxi11, chic11, yuta12, tepo11, ixta12, tama12, atat11, joco11, yucu11, nuyo11, mont13, tlaz11, soya11, tata11, apas11, apoa11, tida11	87	U+0229 U+0024
é	é	chéle, kuée	peno11, prom01, huen11, mixt11, diux11, yuta13, yucu17, flor12, chic02, pena11, pied12, alac11, dura11, yucu12, tlah11, coat11, atat11, nuyo11, metl11, jica13, yucu15, mont12, jica11, ocot11, conc11, moli11	87	U+00e9
^sh	sh	shíká, shiti	copa11, ayut11, coat11, dura11, diux11, yoso11, ocot11, alac11, jami11, prog12, tepe03	85	U+005e U+0073 U+0068
^r	r	ra-yɨɨ, rai	chic12, copa11, zaca11, jami11, papa11, chay11, colo11, ixta11, sayu11, coat11, amat11, jica12, pino12, huaz11, mech11, jica11, cris11, nuti11, yoso11, ixta13, lore11, tutu11, toto12, moli11, mont12, pino11, atoy11, acat11, tepe12	78	U+005e U+0072
ō$	ō	sòʔō, yōhō	atat11, alac11, cahu11, ocot11, coat11, gran11, prog12, nuyo11, yucu12, jami11, yoso11, chay11, yucu15, xaya12, tama12, yucu13, tlac11, aten11, reye11, caca11, jica11, metl11, moli11, ixpa11, ahue11	78	U+014d U+0024
ē$	ē	ƀēʔē, sèʔē	ocot11, atat11, moli11, yucu12, nuyo11, metl11, yucu15, coat11, gran11, xaya12, alac11, xaya11, prog12, caca11, chay11, yoso11, mixt11, cahu11, yucu13, jami11, conc11, diux11, ayut11, ixpa11, coic11	77	U+0113 U+0024
ó	ó	yókó, tsóko	yuta13, alac11, coat11, yucu17, prom01, diux11, mixt11, tlah11, peno11, prog12, yucu13, pena11, huen11, jica13, yucu15, mont12, ixta12, sayu11, tlac11, aten11, reye11, mech11, xoch11, jica11, papa11, zaca11, chay11, soya11, moli11, chig11, dura11, ahue11	74	U+00f3
Ɂ	Ɂ	kʷa³Ɂa³, ɲa²Ɂmi²	zaca11, alco11, chal11, prom01, yucu16	74	U+0241
ì̧$	ì̧	ʔù̧nì̧, nù̧nì̧	ocot11, xaya12, peno11, yucu13, teco11, yucu15, dura11, aten11, caca11, yucu12, prog12, tlac12, nuyo11, ayut11, metl11, alac11, ahue11, coic11, ixta12, coat11, tama12, nuch11, jica11, cuat11, soya11, ixpa11	73	U+00ec U+0327 U+0024
ū̧$	ū̧	tù̧ʔū̧, nù̧ʔū̧	gran11, nuyo11, yucu12, ocot11, atat11, xaya12, moli11, yucu15, metl11, coic11, mixt11, cahu11, aten11, chay11, ayut11, prog12, teco11, reye11	72	U+016b U+0327 U+0024
ȼ	<?>	žuȼa, ⁿduȼa	cuau11, coat11, guad11, ixta12, cuil11, tejo11, mixt11, apoa11, mont14, joco11, apas11, ndua11, chaz11, chig11, chic11, dura11, zapo11, tlac11, adeq11, tlac12, tlal11, soya11, ixpa11	71	U+023c
i̠$	i̠	u̠ni̠, kini̠	yuta13, alac11, xoch11, jica13	68	U+0069 U+0320 U+0024
^ⁿdʸ	ⁿdʲ	ⁿdʸaʔyu, ⁿdʸitʸi	mixt11, juxt11, lore11, zapo11, colo11, nuxa11, ixta11, huaz11, jami11, mech11, chay11, coat11, nuti11, nuxi11, tutu11, sayu11, aten11, tlac12, caca11, tama11, metl11, soya11, ixpa11, mont12, alac11, coic11	67	U+005e U+207f U+0064 U+02b8
ȩ	<?>	kʷȩñu̧, nȩñu̧	prom01, huit11, cuya11, coat11, cuau11, itun11, tepo11, tlac11, pied11, joco11, yucu11, nuxi11, sind11, este11, chic11, ixta12, peno11, nuxa11, yuta11, tepe11, chaz11, flor11, caca11, brav11, teit11, tama11, mont13, diux11, zapo11, soya11, chig11, yucu12, apas11, apoa11, tata11, yuta12	67	U+0229
z	z	mi̧ʔⁿza, dzidzi	tepo01, chay11, guad11, soya11, cuil11, ixta12, apas11, yoso11, chic11, tlac11, joco11	66	U+007a
a̠$	a̠	kui̠ya̠, u̠xa̠	yuta13, alac11, jica13, xoch11	66	U+0061 U+0320 U+0024
_	_	xe'è nùú ñu'ú, lírrú ka'a ye'è	tepo01, tlah11, huen11, yuta13, flor12, papa11, dura11, mixt11, chic12, zaca11, pied12, mont12, alac11, colo11, jami11, chic02, pino11, chic11, reye11, yucu17	66	U+005f
³²$	³²	ja³ˀa³², a³wi³²	chic12, copa11, yolo11, papa11	64	U+00b3 U+00b2 U+0024
ū̧	ū̧	nū̧ʔu̧, ñū̧ʔū̧	ocot11, yucu12, yucu15, nuyo11, atat11, xaya12, gran11, ayut11, teco11, coic11, aten11, metl11, nuch11, reye11	63	U+016b U+0327
à̧$	à̧	ñà̧mà̧, ʔù̧nà̧	xaya12, ocot11, nuyo11, yucu12, yucu15, peno11, xaya11, nuch11, prog12, aten11, teco11, metl11, alac11, coat11, caca11, jica11, gran11, mixt11, moli11, ixpa11, dura11, ahue11, coic11	63	U+00e0 U+0327 U+0024
ō	ō	ⁿdōò, žōʔō	gran11, ayut11, alac11, atat11, xaya12, ocot11, metl11, yucu15, chay11, moli11, yucu12, coic11, cahu11, xaya11, coat11, tama12, prog12, yucu13, teco11, nuch11, reye11, jami11, caca11, zaca11, yoso11, conc11, nuyo11, mixt11	61	U+014d
ī̧$	ī̧	ƀìšī̧, tù̧mī̧	metl11, gran11, xaya12, yucu12, nuyo11, yucu15, ocot11, moli11, atat11, coic11, cahu11, xaya11, caca11, ixpa11, dura11, alco11, yucu13, alac11, aten11, ahue11	61	U+012b U+0327 U+0024
ē	ē	ƀēʔē, tēe	atat11, ocot11, gran11, yucu15, conc11, nuyo11, ayut11, moli11, yucu13, caca11, chay11, metl11, xaya12, cahu11, xaya11, coat11, prog12, diux11, mixt11, yucu12, alac11	60	U+0113
o̠	o̠	so̠’o, yo̠ó	yuta13, alac11, jica13, xoch11	58	U+006f U+0320
^nn	nn	nnu̧ʔu̧, nnu̧u̧	chic12, yoso11, chic02, tama11, atat11, yuta12, teit11, tata11, adeq11, cuil11, flor11, mont14, huit11	57	U+005e U+006e U+006e
ì̧	ì̧	tì̧í̧, nì̧í̧	yucu15, peno11, yucu12, ocot11, nuyo11, alac11, metl11, coic11, tama12, yucu13, aten11, xaya12, ixta12, tlac12, caca11, prog12, alco11, yolo12, guad11	57	U+00ec U+0327
^ī	ī	īkū, ītā	ocot11, yoso11, moli11, gran11, atat11, metl11, conc11, prog12, xaya12, xaya11, jica11, chay11, alac11, jami11, diux11, zaca11, mixt11, ayut11, dura11, coic11	56	U+005e U+012b
ǎ$	ǎ	sa'mǎ, nañǎ	yucu17, mixt11, flor12, pied12, coat11, tlah11, teit11, ahue11	54	U+01ce U+0024
ã	ã	kʷa³ã³, nã³ˀã³²ʰ	chic12, zaca11, alco11, chal11, yucu16	53	U+00e3
òò$	òò	kòò, ⁿdòò	prog12, mont12, dura11, cahu11, yucu13, caca11, abas11, colo11, alac11, aten11, reye11, chay11, ocot11, xaya12, moli11, xaya11, peno11, tepe11, teco11, brav11, cuat11, guad11, nuyo11, huen11, ixpa11, yucu12	53	U+00f2 U+00f2 U+0024
ī̧	ī̧	kʷī̧ñū̧, ʔī̧ñū̧	nuyo11, ocot11, yucu12, ayut11, yucu15, metl11, atat11, yucu13, teco11, gran11, tama12, tlac11, nuch11, reye11, alco11, cuat11, mixt11, xaya12, moli11, ixpa11, dura11, ahue11	51	U+012b U+0327
ⁿd	ⁿd	nu̧-ⁿdaa, ku-ⁿdaʔvi	sind11, yucu15, yuta12, yuta11, reye11, pied11, mont13, ayut11, tepo11, more11, ixta12, xaya11, peno11, tama12, yucu13, huit11, itun11, tlac12, nuti11, zaca11, yoso11, sini11, prom01, yolo11, yucu11, alco11, tama11, nuyo11, nund13, tejo11, mixt11, soya11, achi11, ixpa11, ahue11, juxt11, yucu14	50	U+207f U+0064
í̧$	í̧	tì̧í̧, nì̧í̧	coic11, yucu15, peno11, ocot11, gran11, alac11, tlac12, coat11, atat11, teco11, aten11, tama12, yucu12, prog12, mixt11, yolo12, yucu13, alco11, nuch11, reye11	49	U+00ed U+0327 U+0024
é$	é	kueé, xēé	coat11, atat11, peno11, xoch11, yucu12, tepe03, ocot11, prom01, pena11, diux11, yuta13, yucu15, alac11, tlah11, dura11, yucu17, jica11, gran11, abas11, conc11, nuyo11, chic02, huen11, xaya12, mont12, colo11	48	U+00e9 U+0024
b	b	palabra, u¹bi¹	yolo11, tepe03, zaca11, alco11, colo11, xoch11, tlal11, nund12, toto12	47	U+0062
^ʃ	ʃ	ʃa²Ɂã², ʃi³lu³	chic12, alco11, zaca11, chal11, yucu16	46	U+005e U+0283
uu	uː	chuun, ku-uwa	copa11, chic02, chic12, yoso14, zaca11, tlah11, cuau11, atat11, tepe03, yucu17, flor12, teit11, pied11, yoso11, prom01, ixta13, abas11, mica11, colo11, tepo01, mixt11, ayut11, toto12, pied12, dura11	46	U+0075 U+0075
^ì	ì	ìñù, ìvì	peno11, pied12, flor12, dura11, tlah11, mont12, ayut11, colo11, jica11, mixt11, yucu17, prog12, prom01, alac11, abas11	46	U+005e U+00ec
^a̧	a̧	a̧ma̧, a̧wa̧	ixta12, cahu11, xaya11, cuya11, ixta11, sayu11, coat11, cuau11, tepe11, jica12, pino12, huaz11, yolo12, huit11, jami11, mech11, jica11, cris11, gran11, brav11, nuti11, zaca11, chay11, alco11, cuat11, ixta13, tama11, mica11, lore11, tutu11, mixt11, xaya12, soya11, toto12, este11, chig11, apas11, apoa11, chic11, mont12, pino11, atoy11, alac11, acat11, tepe12, tepo11	46	U+005e U+0061 U+0327
ɨ̄	ɨ̄	kɨ̄tɨ̄, yɨ̄kɨ̄-tí̧í̧	yoso11, atat11, gran11, jami11, diux11, yucu12, nuyo11, coat11, chay11, jica11, teco11	45	U+0268 U+0304
ü	ü	žükü, žüžü	caca11, tlac12, ahue11, chic12, tama12, more11, esta11, papa11, prog12, nuch11, flor11, ixpa11, mont12, teco11, yucu16, guad11	45	U+00fc
^ȼ	<?>	ȼi-na̧na̧, ȼee	zapo11, coat11, chaz11, chig11, cuau11, tlac11, guad11, cuil11, tlac12, tlal11, coxc11, apoa11, apas11, chic11, tejo11, mixt11, soso11, joco11, dura11, adeq11	45	U+005e U+023c
^í	í	í'i, íkú	diux11, huen11, prom01, coat11, yuta13, prog12, pied12, mixt11, metl11, tlah11, jami11, flor12, mont12, dura11, jica13, yucu17	45	U+005e U+00ed
ɨɨ$	ɨː	ⁿdɨɨ, ra-yɨɨ	jami11, chay11, colo11, ixta11, coat11, tila11, pino12, lore11, mont13, acat11, jate11, cuya11, cuau11, mont14, atat11, huaz11, itun11, mech11, cris11, nuti11, gran11, pied11, yoso11, yolo11, tama11, tutu11, diux11, chal11, sind11, tlaz11, este11	45	U+0268 U+0268 U+0024
o̠$	o̠	o̠ko̠, ndoo̠	yuta13, alac11, xoch11, jica13	44	U+006f U+0320 U+0024
ú̧$	ú̧	ñú̧ʔú̧, káʔnú̧	peno11, yucu15, coic11, coat11, jica11, yucu12, metl11, tama12, tepe11, coso11, ocot11, prog12, tona11, atat11, tlaz11, xaya12, ahue11, nuyo11	44	U+00fa U+0327 U+0024
^o	o	oko, owi	prom01, yuta13, alac11, caca11, esta11, jami11, chay11, tlah11, cahu11, prog12, atat11, yoso14, yucu16, brav11, zaca11, ocot11, prog11, yolo11, cuat11, abas11, tepo01, pena11, chay12, more11, colo11	44	U+005e U+006f
^g	g	gu³vi³, gaben	chic12, papa11, chic02, copa11, tepe03	44	U+005e U+0067
^o̧	o̧	o̧ʔo̧, o̧ni̧	cahu11, caca11, zapo11, soya11, alac11, coxc11, cuat11, mont12, ndua11, tila11, yuta11, huaz11, jami11, mech11, esta11, nuti11, brav11, pied11, chay11, joco11, tama11, nuxi11, cuil11, tutu11, sind11, tepo11, apas11, apoa11, chic11, acat11, jate11	44	U+005e U+006f U+0327
^uu$	uː	uu	chay11, ixta12, ndua11, nuxa11, tila11, yuta11, atat11, huaz11, nund12, tlac11, huit11, yoso14, adeq11, mech11, coxc11, teit11, pied11, yoso11, ocot11, sini11, yolo11, joco11, yucu11, tama11, nuxi11, lore11, mont13, diux11, pena12, nund11, nund13, chal11, tlaz11, yucu14, zapo11, soya11, este11, moli11, achi11, tata11, tida11, yuta12, jate11	44	U+005e U+0075 U+0075 U+0024
Ɂ$	Ɂ	ju²Ɂu²Ɂ, ja²Ɂa²Ɂ	zaca11, prom01	43	U+0241 U+0024
sh	sh	ūshi, vishi	ayut11, alac11, diux11, dura11, yoso11, ocot11, jami11, coat11, prog12, flor11, copa11	43	U+0073 U+0068
g	g	ba̧ᵑgu, 'ngo⁵³	chic12, tepe03, chic02, copa11, papa11, pena12, moli11, zaca11, atat11, sini11, cuat11	43	U+0067
^ṣ̌	ṣ̌	ṣ̌a̧ʔu̧, ṣ̌awi	teit11, tila11, chig11, joco11, chal11, yucu11, itun11, cuya11, cuau11, nuti11, tama11	43	U+005e U+1e63 U+030c
^b	b	banku, banka	yolo11, tepe03, yucu16, zaca11, alco11, chal11, ndua11, amat11, mont14, nund12, adeq11, nuti11, coxc11, sini11, prog11, ixta13, mica11, pena12, nund11, more11, mont12, jate11	43	U+005e U+0062
u̠	u̠	su̠tu̠, nu̠ú	jica13, xoch11, alac11, yuta13	42	U+0075 U+0320
è$	è	kʷèʔè, ƀèʔè	peno11, pena11, ocot11, prom01, yucu15, huen11, ayut11, nuyo11, tlac12, jica11, ixpa11, coat11, yucu12, prog12, atat11, xaya12, colo11	42	U+00e8 U+0024
ṣ̌	ṣ̌	uṣ̌i, ti-ṣ̌eṣ̌e	tila11, chal11, tama11, chig11, yoso11, yucu11, itun11, cuya11, cuau11, moli11, nund11, tlal11, teit11, sini11, sind11, joco11, teco11, nund12, prog11, tlac11	41	U+1e63 U+030c
aa	aː	kuaan, ñiaaha	copa11, chic02, tepe03, colo11, huen11, brav11, nuxa11, zaca11, chay11, yoso14, jica13, cuat11	40	U+0061 U+0061
ii	iː	nii³, čii-žɨɨ	copa11, chic02, tepe03, ayut11, flor11, coat11, tlal11, more11, mont14, chay11, zaca11, alac11, yolo11, acat11, mica11, colo11	40	U+0069 U+0069
^ù	ù	ù'ùn, ùnà	mixt11, yucu17, tlah11, flor12, pied12, dura11, xaya12, abas11, xaya11, chig11, colo11	40	U+005e U+00f9
āh	āh	ndāha, sāhmā	jami11, conc11, yoso11, ayut11, ocot11, alac11, coat11, atat11, diux11, prog12	39	U+0101 U+0068
^ⁿč	ⁿč	ⁿčiʔi, ⁿčika	dura11, reye11, teco11, ixpa11, tejo11, xaya12, adeq11, aten11, tlac12, ndua11, coxc11, tepe11, tlal11	39	U+005e U+207f U+010d
ee	eː	kʷee-ni, kʷee-ni̧	copa11, chic02, tlal11, xaya11, ixta11, amat11, nuxa11, yuta11, huit11, flor11, teit11, pied11, tona11, chay11, yoso11, yucu11, mica11, cuil11, diux11, nund13, toto12, apas11, mont12, pino11	38	U+0065 U+0065
ǐ	ǐ	tǐchi, tǐ'in	flor12, pied12, jica13, yucu17, mixt11	37	U+01d0
à̧	à̧	ñà̧mà̧, kʷà̧á̧	ocot11, xaya12, peno11, yucu12, nuyo11, yucu15, aten11, jica11, nuch11, xaya11, diux11, caca11, tama12, coat11, dura11, teco11, prog12, ayut11, guad11, ahue11	37	U+00e0 U+0327
ü$	ü	žükü, žüžü	esta11, tlac12, caca11, tama12, more11, ahue11, prog12, nuch11, teco11, yucu16, guad11	36	U+00fc U+0024
nh	nh	nichrunh¹, kakunh³	chic02, copa11, diux11	36	U+006e U+0068
ìs	ìs	kìsi, kìsī	mont12, yucu13, tlac12, mixt11, metl11, yucu15, alac11, tlah11, xaya11, teco11, aten11, reye11, yucu17, flor12, caca11, ocot11, abas11, guad11, nuyo11, pena11, ayut11, xaya12, moli11, pied12, yucu12, dura11, coic11	36	U+00ec U+0073
^θ	θ	θiko, θütü	esta11, tama12, ahue11, ndua11, chal11, yucu16, cuau11, tila11, chay11, prog12	36	U+005e U+03b8
ĩ	ĩ	ja³ʧĩ³, ʧi³ĩ¹	chic12, zaca11, alco11, yucu16, chal11	34	U+0129
'v	v	ntá'vi, ò'và	dura11, jica13, tlah11, flor12, pied12, mixt11, yucu17	34	U+0027 U+0076
^ⁿs	ⁿs	ⁿsiwi, ⁿsiʔi	zapo11, tepe11, tona11, coso11, chaz11, xaya11, chig11, xaya12, mica11, mont14, ixta13, toto12	34	U+005e U+207f U+0073
ɨ́	ɨ́	kɨ́tɨ́Ɂ, kɨ́đɨ̀	diux11, peno11, coat11, atat11, prom01, yoso11, colo11, gran11, teco11	33	U+0268 U+0301
ɨ̄$	ɨ̄	kɨ̄tɨ̄, ⁿde-kɨƀɨ̄	atat11, gran11, yucu12, yoso11, coat11, nuyo11, jami11, diux11, chay11	32	U+0268 U+0304 U+0024
ǒ$	ǒ	yosǒ, vìkǒ	pied12, flor12, yucu17, coat11, mixt11, tlah11, pena11, tama12, more11, coic11	32	U+01d2 U+0024
ùù$	ùù	yùù, nùù	peno11, ocot11, colo11, moli11, xaya11, chay11, alac11, abas11, reye11, xoch11, huen11, guad11, caca11, yucu12, prog12, mont12, ayut11, xaya12, dura11, nuyo11	32	U+00f9 U+00f9 U+0024
ɨ̀	ɨ̀	kɨ̀tɨ̀, nɨ̀jɨ̀ʔ	peno11, colo11, prom01, chay11, diux11, coat11, gran11, atat11	31	U+0268 U+0300
³ˀ	³ˀ	du³ˀwi³, da³ˀnĩ³²-ta³ˀu³²	chic12	31	U+00b3 U+02c0
ú̧	ú̧	ñú̧ʔú̧, ñú̧ʔù̧	peno11, ayut11, nuyo11, yucu15, tlac12, coat11, jica11, tepe11, tona11, ocot11, dura11, teco11, yucu12, yucu13, tlaz11, metl11, acat11, reye11, coso11, coic11	31	U+00fa U+0327
h$	h	nāhnūh, yōoh	ayut11, chic02	30	U+0068 U+0024
ā̧$	ā̧	ƀītā̧, ñā̧ʔā̧	gran11, nuyo11, atat11, ocot11, moli11, yucu12, metl11, xaya12, caca11, jica11, tama12, alac11, teco11	30	U+0101 U+0327 U+0024
ɨ̧ɨ̧$	ɨ̧ɨ̧	ñɨ̧ɨ̧, ñȩ-ñɨ̧ɨ̧	cuya11, coat11, cuau11, yuta11, tlaz11, ixta11, tila11, pino12, huit11, itun11, jami11, cris11, pied11, yoso11, yolo11, tama11, lore11, mont13, diux11, sind11, este11, tata11, yuta12, colo11	29	U+0268 U+0327 U+0268 U+0327 U+0024
^q	q	quɨtɨ, quachi	tepo01, chay11, colo11, atat11, chic12	28	U+005e U+0071
ɨ̀$	ɨ̀	kɨ̀tɨ̀, kīwɨ̀	peno11, colo11, chay11, diux11, nuyo11, gran11, yucu12, atat11, teco11	27	U+0268 U+0300 U+0024
'¹	'¹	ti¹-te'¹e⁴, ku'¹bi¹	yolo11	27	U+0027 U+00b9
'm	m	sa'mǎ, ña'mì	mixt11, tlah11, pied12, jica13, yucu17, flor12, dura11	27	U+0027 U+006d
ï	ï	jnaquïnj³ïn, gutsï’⁴ïj	chic12	27	U+00ef
'n	n	ká'nu, i'ní	dura11, flor12, pied12, tlah11, mixt11, jica13, yucu17	26	U+0027 U+006e
àà$	àà	kàà, sàà	prog12, tlah11, xoch11, ayut11, colo11, cahu11, yucu15, moli11, peno11, coat11, caca11, jica11, guad11, pied12, ocot11, metl11, dura11, abas11, nuyo11	25	U+00e0 U+00e0 U+0024
³ʰ$	³ʰ	ra³ki³ʰ, tɨ̃³ʰ	chic12	25	U+00b3 U+02b0 U+0024
⁵$	⁵	chruun⁵, takoo⁵	copa11, chic12	25	U+2075 U+0024
u̠$	u̠	su̠tu̠, yuku̠	yuta13, jica13, alac11, xoch11	25	U+0075 U+0320 U+0024
ǔ$	ǔ	ñùñǔ, iñǔ	yucu17, pied12, mixt11, flor12, coat11, more11, ahue11	25	U+01d4 U+0024
ũ	ũ	tu¹Ɂũ², ʃi²kũ²¹	chic12, zaca11, alco11, chal11, yucu16	25	U+0169
'o$	o	lo'o, sò'o	dura11, jica13, tlah11, flor12, pied12, mixt11, mont12, yucu17	25	U+0027 U+006f U+0024
'a$	a	và'a, xá'a	tlah11, flor12, pied12, jica13, mont12, yucu17, mixt11, dura11	25	U+0027 U+0061 U+0024
á̧$	á̧	kʷà̧á̧, šúšá̧	peno11, yucu15, coat11, nuch11, xaya11, diux11, caca11, ocot11, mixt11, metl11, alac11, xaya12, coic11	24	U+00e1 U+0327 U+0024
ì̧ì̧$	ì̧ì̧	nì̧ì̧, ñì̧ì̧	cahu11, tlac12, ixpa11, reye11, ixta12, cuil11, coat11, chig11, soya11, tama12, tona11, ocot11, chic11, teco11, xaya12, aten11, nuch11, guad11, cuat11, zapo11	24	U+00ec U+0327 U+00ec U+0327 U+0024
