__PK,Language name,Language sub-family,AFFIX (Verb),AFFIX (Lg.),TONE (Verb),TONE (Lg.),STEM (Verb),STEM (Lg.),Citation form,English,Spanish,Transitivity,Stem phonology,Stem alternation,Inflected form (IRR),Inflected form (NEG.IRR),Inflected form (CPL-1),Inflected form (CPL-2),Inflected form (INCPL),Inflected form (Stative),Tone (IRR),Tone (NEG.IRR),Tone (CPL-1) – lexical tone,Tone (CPL-2),Tone (INCPL)
4570,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³kwe¹ta³,appear,surgirse,intr,Trimoraic,Invariable,nda³kwe¹ta³,nda¹⁴kwe¹ta³,ni¹-nda³kwe¹ta³,nda¹³kwe¹ta³,nda⁴kwe¹ta³,,3–1–3,14–1–3,3–1–3,13–1–3,4–1–3
4439,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³kwi³in³,answer,contestar,intr,Trimoraic,Invariable,nda³kwi³in³,nda¹⁴kwi³in³,ni¹-nda³kwi³in³,nda¹³kwi³in³,nda⁴kwi³in³,,3–3–3,14–3–3,3–3–3,13–3–3,4–3–3
4443,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³ndi¹ka¹,spread out,extender,tr,Trimoraic,Invariable,nda³ndi¹ka¹,nda¹⁴ndi¹ka¹,ni¹-nda³ndi¹ka¹,nda¹³ndi¹ka¹,nda⁴ndi¹ka¹,,3–1–1,14–1–1,3–1–1,13–1–1,4–1–1
4572,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³ndi³i³,decrease,disminuirse,intr,Trimoraic,Invariable,nda³ndi³i³,nda¹⁴ndi³i³,ni¹-nda³ndi³i³,nda¹³ndi³i³,nda⁴ndi³i³,,3–3–3,14–3–3,3–3–3,13–3–3,4–3–3
4442,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³ndi³i⁴,illuminate (sun),alumbrar (el sol),intr,Trimoraic,Invariable,nda³ndi³i⁴,nda¹⁴ndi³i⁴,ni¹-nda³ndi³i⁴,nda¹³ndi³i⁴,nda⁴ndi²i⁴,,3–3–4,14–3–4,3–3–4,13–3–4,4–2–4
4444,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³ndi³so³,raise,levantar,tr,Trimoraic,Invariable,nda³ndi³so³,nda¹⁴ndi³so³,ni¹-nda³ndi³so³,nda¹³ndi³so³,nda⁴ndi³so³,,3–3–3,14–3–3,3–3–3,13–3–3,4–3–3
4445,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³ndi³xin⁴,sprout,retoñar,intr,Trimoraic,Invariable,nda³ndi³xin⁴,nda¹⁴ndi³xin⁴,ni¹-nda³ndi³xin⁴,nda¹³ndi³xin⁴,nda⁴ndi³xin⁴,,3–3–4,14–3–4,3–3–4,13–3–4,4–3–4
4573,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³ndo³o³,become,transformarse,intr,Trimoraic,Invariable,nda³ndo³o³,nda¹⁴ndo³o³,ni¹-nda³ndo³o³,nda¹³ndo³o³,nda⁴ndo³o³,,3–3–3,14–3–3,3–3–3,13–3–3,4–3–3
4446,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³ndo⁴so²⁴,forget,olvidar,intr,Trimoraic,Invariable,nda³ndo⁴so²⁴,nda¹⁴ndo⁴so²⁴,ni¹-nda³ndo⁴so²⁴,nda¹³ndo⁴so²⁴,nda⁴ndo⁴so²⁴,,3–4–24,14–4–24,3–4–24,13–4–24,4–4–24
4450,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³niʔ¹i⁴,reach,alcanzar,tr,Trimoraic,Invariable,nda³niʔ¹i⁴,nda¹⁴niʔ¹i⁴,ni¹-nda³niʔ¹i⁴,nda¹³niʔ¹i⁴,nda⁴niʔ¹i⁴,,3–1–4,14–1–4,3–1–4,13–1–4,4–1–4
4575,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³nuʔ³u³,get deleted,borrarse,intr,Trimoraic,Invariable,nda³nuʔ³u³,nda¹⁴nuʔ³u³,ni¹-nda³nuʔ³u³,nda¹³nuʔ³u³,nda⁴nuʔ³u³,,3–3–3,14–3–3,3–3–3,13–3–3,4–3–3
4574,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³ñuʔ⁴u⁴,lose,perderse,intr,Trimoraic,Invariable,nda³ñuʔ⁴u⁴,nda¹⁴ñuʔ⁴u⁴null,ni¹-nda³ñuʔ⁴u⁴null,nda¹³ñuʔ⁴u⁴null,nda⁴ñuʔ⁴u⁴null,,3–4–4,14–4–4,3–4–4,13–4–4,4–4–4
4460,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³sa¹ma³,tangle,enredarse,intr,Trimoraic,Invariable,nda³sa¹ma³,nda¹⁴sa¹ma³,ni¹-nda³sa¹ma³,nda¹³sa¹ma³,nda⁴sa¹ma³,,3–1–3,14–1–3,3–1–3,13–1–3,4–1–3
4184,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³sa³,"make, do",hacer,tr,Bimoraic,Invariable,nda³sa³,nda¹⁴sa³,ni¹-nda³sa³,nda¹³sa³,nda⁴sa³,,3–3,14–3,3–3,13–3,4–3
4451,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³ta³a³,mend,remendar,tr,Trimoraic,Invariable,nda³ta³a³,nda¹⁴ta³a³,ni¹-nda³ta³a³,nda¹³ta³a³,nda⁴ta³a³,,3–3–3,14–3–3,3–3–3,13–3–3,4–3–3
4185,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³ta⁴,split something long in two,partir algo largo en dos,tr,Bimoraic,Invariable,nda³ta⁴,nda¹⁴ta⁴,ni¹-nda³ta⁴,nda¹³ta⁴,nda⁴ta⁴,,3–4,14–4,3–4,13–4,4–4
4584,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³ti³so⁴,note down,anotar,tr,Trimoraic,Invariable,nda³ti³so⁴,nda¹⁴ti³so⁴,ni¹-nda³ti³so⁴,nda¹³ti³so⁴,nda⁴ti³so⁴,,3–3–4,14–3–4,3–3–4,13–3–4,4–3–4
4581,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³tiʔ³bi⁴,sweep,barrer,tr,Trimoraic,Invariable,nda³tiʔ³bi⁴,nda¹⁴tiʔ³bi⁴,ni¹-nda³tiʔ³bi⁴,nda¹³tiʔ³bi⁴,nda⁴tiʔ³bi⁴,,3–3–4,14–3–4,3–3–4,13–3–4,4–3–4
4454,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³tuʔ⁴un⁴,communicate,comunicar,tr,Trimoraic,Invariable,nda³tuʔ⁴un⁴,nda¹⁴tuʔ⁴un⁴,ni¹-nda³tuʔ⁴un⁴,nda¹³tuʔ⁴un⁴,nda⁴tuʔ⁴un⁴,,3–4–4,14–4–4,3–4–4,13–4–4,4–4–4
4186,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³xi⁴,untie,desatar,tr,Bimoraic,Invariable,nda³xi⁴,nda¹⁴xi⁴,ni¹-nda³xi⁴,nda¹³xi⁴,nda⁴xi⁴,,3–4,14–4,3–4,13–4,4–4
4187,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³xin³,soak,remojarse,intr,Bimoraic,Invariable,nda³xin³,nda¹⁴xin³,ni¹-nda³xin³,nda¹³xin³,nda⁴xin³,,3–3,14–3,3–3,13–3,4–3
4588,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³xiʔ³i⁴,open,abrir,tr,Trimoraic,Invariable,nda³xiʔ³i⁴,nda¹⁴xiʔ³i⁴,ni¹-nda³xiʔ³i⁴,nda¹³xiʔ³i⁴,nda⁴xiʔ³i⁴,,3–3–4,14–3–4,3–3–4,13–3–4,4–3–4
4188,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ndaʔ¹ba¹,turn off,apagarse,intr,Bimoraic,Invariable,ndaʔ¹ba¹,ndaʔ¹⁴ba¹,ni¹-ndaʔ¹ba¹,ndaʔ¹ba¹,ndaʔ⁴ba¹,,1–1,14–1,1–1,1–1,4–1
4175,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ndaʔ¹yu¹,shout,gritar,intr,Bimoraic,Invariable,ndaʔ¹yu¹,ndaʔ¹⁴yu¹,ni¹-ndaʔ¹yu¹,ndaʔ¹yu¹,ndaʔ⁴yu¹,,1–1,14–1,1–1,1–1,4–1
4176,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ndaʔ³a²,scar over,cicatrizarse,intr,Bimoraic,Invariable,ndaʔ³a²,ndaʔ¹⁴a²,ni¹-ndaʔ³a²,ndaʔ¹³a²,ndaʔ⁴a²,,3–2,14–2,3–2,13–2,4–2
4178,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ndaʔ³ba²,turn off,apagar,tr,Bimoraic,Invariable,ndaʔ³ba²,ndaʔ¹⁴ba²,ni¹-ndaʔ³ba²,ndaʔ¹³ba²,ndaʔ⁴ba²,,3–2,14–2,3–2,13–2,4–2
4189,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nde¹e³,enter,entrar,intr,Bimoraic,Invariable,nde¹e³,nde¹⁴e¹³,ni¹-nde¹e³,nde¹e³,nde⁴e¹³,,1–3,14–13,1–3,1–3,4–13
4190,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ndi¹i⁴,burn lightly,quemarse levemente,intr,Bimoraic,Invariable,ndi¹i⁴,ndi¹⁴i¹⁴,ni¹-ndi¹i⁴,ndi¹i⁴,ndi⁴i¹⁴,,1–4,14–14,1–4,1–4,4–14
4191,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ndi¹ko³,get cold,enfriarse,intr,Bimoraic,Invariable,ndi¹ko³,ndi¹⁴ko³,ni¹-ndi¹ko³,ndi¹ko³,ndi⁴ko¹³,,1–3,14–3,1–3,1–3,4–13
4675,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ndi³ki³taʔ⁴an⁴,meet,encontrarse,intr,Quadrimoraic,Invariable,ndi³ki³taʔ⁴an⁴,ndi¹⁴ki³taʔ⁴an⁴,ni¹-ndi³ki³taʔ⁴an⁴,ndi¹³ki³taʔ⁴an⁴,ndi⁴ki³taʔ⁴an⁴,,3–3–4–4,14–3–4–4,3–3–4–4,13–3–4–4,4–3–4–4
4193,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ndi³ko³,grind (on a grinding stone),moler en metate,tr,Bimoraic,Invariable,ndi³ko³,ndi¹⁴ko³,ni¹-ndi³ko³,ndi¹³ko³,ndi⁴ko³,,3–3,14–3,3–3,13–3,4–3
4461,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ndi³kweʔ³e²,clean with a cloth,limpiar con un trapo,tr,Trimoraic,Invariable,ndi³kweʔ³e²,ndi¹⁴kweʔ³e²,ni¹-ndi³kweʔ³e²,ndi¹³kweʔ³e²,ndi⁴kweʔ³e²,,3–3–2,14–3–2,3–3–2,13–3–2,4–3–2
4462,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ndi³kwi¹kun¹,sprout,retoñar,intr,Trimoraic,Invariable,ndi³kwi¹kun¹,ndi¹⁴kwi¹kun¹,ni¹-ndi³kwi¹kun¹,ndi¹³kwi¹kun¹,ndi⁴kwi¹kun¹,,3–1–1,14–1–1,3–1–1,13–1–1,4–1–1
4192,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ndiʔ³i³,finish,terminarse,intr,Bimoraic,Invariable,ndiʔ³i³,ndiʔ¹⁴i³,ni¹-ndiʔ³i³,ndiʔ¹³i³,ndiʔ⁴i⁴,,3–3,14–3,3–3,13–3,4–4
4194,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ndo¹o³,stay,quedarse,intr,Bimoraic,Invariable,ndo¹o³,ndo¹⁴o¹³,ni¹-ndo¹o³,ndo¹o³,ndo⁴o¹³,,1–3,14–13,1–3,1–3,4–13
4463,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ndo³-ko³to³,turn to see,voltear a ver,intr,Trimoraic,Invariable,ndo³-ko³to³,ndo¹⁴-ko³to³,ni¹-ndo³-ko³to³,ndo¹³-ko³to³,ndo⁴-ko³to³,,3–3–3,14–3–3,3–3–3,13–3–3,4–3–3
4567,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ndo³ko²o²,get up from bed,levantarse de la cama,intr,Trimoraic,Invariable,ndo³ko²o²,ndo¹⁴ko²o²,ni¹-ndo³ko²o²,ndo¹³ko²o²,ndo⁴ko²o²,,3–2–2,14–2–2,3–2–2,13–2–2,4–2–2
4195,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ndo³ko³,dry from filtering,secarse por filtración,intr,Bimoraic,Invariable,ndo³ko³,ndo¹⁴ko³,ni¹-ndo³ko³,ndo¹³ko³,ndo⁴ko³,,3–3,14–3,3–3,13–3,4–3
4591,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ndo³ko³o⁴,leave,dejar,tr,Trimoraic,Invariable,ndo³ko³o⁴,ndo¹⁴ko³o⁴,ni¹-ndo³ko³o⁴,ndo¹³ko³o⁴,ndo⁴ko³o⁴,,3–3–4,14–3–4,3–3–4,13–3–4,4–3–4
4592,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ndo³ko³to²,stack,apilarse,intr,Trimoraic,Invariable,ndo³ko³to²,ndo¹⁴ko³to²,ni¹-ndo³ko³to²,ndo¹³ko³to²,ndo⁴ko³to²,,3–3–2,14–3–2,3–3–2,13–3–2,4–3–2
4464,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ndo³niʔ³i³,raise,levantar,tr,Trimoraic,Invariable,ndo³niʔ³i³,ndo¹⁴niʔ³i³,ni¹-ndo³niʔ³i³,ndo¹³niʔ³i³,ndo⁴niʔ³i³,,3–3–3,14–3–3,3–3–3,13–3–3,4–3–3
4196,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ndo³o³,be washed,ser lavado,intr,Bimoraic,Invariable,ndo³o³,ndo¹⁴o³,ni¹-ndo³o³,ndo¹³o³,ndo⁴o⁴,,3–3,14–3,3–3,13–3,4–4
4197,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ndo³to³,wake up,despertarse,intr,Bimoraic,Invariable,ndo³to³,ndo¹⁴to³,ni¹-ndo³to³,ndo¹³to³,ndo⁴to³,,3–3,14–3,3–3,13–3,4–3
4198,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ndu¹ba¹,split,partirse,intr,Bimoraic,Invariable,ndu¹ba¹,ndu¹⁴ba¹,ni¹-ndu¹ba¹,ndu¹ba¹,ndu⁴ba¹,,1–1,14–1,1–1,1–1,4–1
4199,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ndu¹ta¹,germinate,germinarse,intr,Bimoraic,Invariable,ndu¹ta¹,ndu¹⁴ta¹,ni¹-ndu¹ta¹,ndu¹ta¹,ndu⁴ta¹,,1–1,14–1,1–1,1–1,4–1
4201,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ndu¹xin¹,be buried,enterrarse,intr,Bimoraic,Invariable,ndu¹xin¹,ndu¹⁴xin¹,ni¹-ndu¹xin¹,ndu¹xin¹,ndu⁴xin¹,,1–1,14–1,1–1,1–1,4–1
4593,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ndu³-baʔ¹a³,improve,mejorar,intr,Trimoraic,Invariable,ndu³-baʔ¹a³,ndu¹⁴-baʔ¹a³,ni¹-ndu³-baʔ¹a³,ndu¹³-baʔ¹a³,ndu⁴-baʔ¹a³,,3–1–3,14–1–3,3–1–3,13–1–3,4–1–3
4594,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ndu³-bi³ta⁴²,soften,reblandecerse,intr,Trimoraic,Invariable,ndu³-bi³ta⁴²,ndu¹⁴-bi³ta⁴²,ni¹-ndu³-bi³ta⁴²,ndu¹³-bi³ta⁴²,ndu⁴-bi³ta⁴²,,3–3–42,14–3–42,3–3–42,13–3–42,4–3–42
4465,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ndu³-bi⁴chi⁴,be empty,quedar vacío,intr,Trimoraic,Invariable,ndu³-bi⁴chi⁴,ndu¹⁴-bi⁴chi⁴,ni¹-ndu³-bi⁴chi⁴,ndu¹³-bi⁴chi⁴,ndu³-bi⁴chi⁴,,3–4–4,14–4–4,3–4–4,13–4–4,3–4–4
4466,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ndu³-i⁴ta⁴,become tender,hacerse tierno,intr,Trimoraic,Invariable,ndu³-i⁴ta⁴,ndu¹⁴-i⁴ta⁴,ni¹-ndu³-i⁴ta⁴,ndu¹³-i⁴ta⁴,ndu⁴-i⁴ta⁴,,3–4–4,14–4–4,3–4–4,13–4–4,4–4–4
4467,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ndu³-ka⁴chi¹,be equal,igualarse,intr,Trimoraic,Invariable,ndu³-ka⁴chi¹,ndu¹⁴-ka⁴chi¹,ni¹-ndu³-ka⁴chi¹,ndu¹³-ka⁴chi¹,ndu⁴-ka⁴chi¹,,3–4–1,14–4–1,3–4–1,13–4–1,4–4–1
4468,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ndu³-ka⁴xi³,clarify,aclararse,intr,Trimoraic,Invariable,ndu³-ka⁴xi³,ndu¹⁴-ka⁴xi³,ni¹-ndu³-ka⁴xi³,ndu¹³-ka⁴xi³,ndu⁴-ka⁴xi³,,3–4–3,14–4–3,3–4–3,13–4–3,4–4–3
4596,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ndu³-kaʔ³an³,left in shame,quedar en vergüenza,intr,Trimoraic,Invariable,ndu³-kaʔ³an³,ndu¹⁴-kaʔ³an³,ni¹-ndu³-kaʔ³an³,ndu¹³-kaʔ³an³,ndu⁴-kaʔ³an³,,3–3–3,14–3–3,3–3–3,13–3–3,4–3–3
4603,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ndu³-ku³na⁴,open,abrir,tr,Trimoraic,Invariable,ndu³-ku³na⁴,ndu¹⁴-ku³na⁴,ni¹-ndu³-ku³na⁴,ndu¹³-ku³na⁴,nda³-ku³na⁴ku³na⁴,nu⁴na⁴,3–3–4,14–3–4,3–3–4,13–3–4,3–3–4
4631,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ndu³-ku³nduʔ⁴u⁴,sit down,sentarse,intr,Quadrimoraic,Invariable,ndu³-ku³nduʔ⁴u⁴,ndu¹⁴-ku³nduʔ⁴u⁴,ni¹-ndu³-ku³nduʔ⁴u⁴,ndu¹³-ku³nduʔ⁴u⁴,ndu⁴-ku³nduʔ⁴u⁴,,3–3–4–4,14–3–4–4,3–3–4–4,13–3–4–4,4–3–4–4
4597,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ndu³-ku³tu⁴,fill,llenarse,intr,Trimoraic,Invariable,ndu³-ku³tu⁴,ndu¹⁴-ku³tu⁴,ni¹-ndu³-ku³tu⁴,ndu¹³-ku³tu⁴,ndu⁴-ku³tu⁴,,3–3–4,14–3–4,3–3–4,13–3–4,4–3–4
4598,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ndu³-ku⁴tu²⁴,be tight,hacerse apretado,intr,Trimoraic,Invariable,ndu³-ku⁴tu²⁴,ndu¹⁴-ku⁴tu²⁴,ni¹-ndu³-ku⁴tu²⁴,ndu¹³-ku⁴tu²⁴,ndu⁴-ku⁴tu²⁴,,3–4–24,14–4–24,3–4–24,13–4–24,4–4–24
4471,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ndu³-kwa¹chi³,be blamed,ser culpado,intr,Trimoraic,Invariable,ndu³-kwa¹chi³,ndu¹⁴-kwa¹chi³,ni¹-ndu³-kwa¹chi³,ndu¹³-kwa¹chi³,ndu⁴-kwa¹chi³,,3–1–3,14–1–3,3–1–3,13–1–3,4–1–3
4472,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ndu³-kwa⁴ñu³,suffer a setback,sufrir un percance,intr,Trimoraic,Invariable,ndu³-kwa⁴ñu³,ndu¹⁴-kwa⁴ñu³,ni¹-ndu³-kwa⁴ñu³,ndu¹³-kwa⁴ñu³,ndu⁴-kwa⁴ñu³,,3–4–3,14–4–3,3–4–3,13–4–3,4–4–3
4473,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ndu³-ma¹ni¹,close (eyes),cerrar los ojos,intr,Trimoraic,Invariable,ndu³-ma¹ni¹,ndu¹⁴-ma¹ni¹,ni¹-ndu³ma¹ni¹,ndu¹³-ma¹ni¹,ndu⁴-ma¹ni¹,,3–1–1,14–1–1,3–1–1,13–1–1,4–1–1
4475,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ndu³-ndi³i⁴,straighten,alisarse,intr,Trimoraic,Invariable,ndu³-ndi³i⁴,ndu¹⁴-ndi³i⁴,ni¹-ndu³-ndi³i⁴,ndu¹³-ndi³i⁴,ndu⁴-ndi³i⁴,,3–3–4,14–3–4,3–3–4,13–3–4,4–3–4
4529,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ndu³-ndi³kun²,regenerate,regenerar,intr,Trimoraic,Invariable,ndu³-ndi³kun²,ndu¹⁴-ndi³kun²,ni¹-ndu³-ndi³kun²,ndu¹³-ndi³kun²,ndu⁴-ndi³kun²,,3–3–2,14–3–2,3–3–2,13–3–2,4–3–2
4600,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ndu³-ndi³xi³,dress up,ataviarse,intr,Trimoraic,Invariable,ndu³-ndi³xi³,ndu¹⁴-ndi³xi³,ni¹-ndu³-ndi³xi³,ndu¹³-ndi³xi³,ndu⁴-ndi³xi³,,3–3–3,14–3–3,3–3–3,13–3–3,4–3–3
4601,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ndu³-si¹i⁴,be happy (again),alegrarse (de nuevo),intr,Trimoraic,Invariable,ndu³-si¹i⁴,ndu¹⁴-si¹i⁴,ni¹-ndu³-si¹i⁴,ndu¹³-si¹i⁴,ndu⁴-si¹i⁴,,3–1–4,14–1–4,3–1–4,13–1–4,4–1–4
4478,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ndu³-tiʔ⁴bi³,pile up,amontonarse,intr,Trimoraic,Invariable,ndu³-tiʔ⁴bi³,ndu¹⁴-tiʔ⁴bi³,ni¹-ndu³-tiʔ⁴bi³,ndu¹³-tiʔ⁴bi³,ndu⁴-tiʔ⁴bi³,,3–4–3,14–4–3,3–4–3,13–4–3,4–4–3
4602,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ndu³-tu¹u¹,melt,derretirse,intr,Trimoraic,Invariable,ndu³-tu¹u¹,ndu¹⁴-tu¹u¹,ni¹-ndu³-tu¹u¹,ndu¹³-tu¹u¹,ndu⁴-tu¹u¹,,3–1–1,14–1–1,3–1–1,13–1–1,4–1–1
4480,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ndu³-xi¹nu¹,get down,llegar abajo,intr,Trimoraic,Invariable,ndu³-xi¹nu¹,ndu¹⁴-xi¹nu¹,ni¹-ndu³-xi¹nu¹,ndu¹³-xi¹nu¹,ndu⁴-xi¹nu¹,,3–1–1,14–1–1,3–1–1,13–1–1,4–1–1
4481,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ndu³-yaʔ⁴bi³,be paid,ser pagado,intr,Trimoraic,Invariable,ndu³-yaʔ⁴bi³,ndu¹⁴-yaʔ⁴bi³,ni¹-ndu³-yaʔ⁴bi³,ndu¹³-yaʔ⁴bi³,ndu⁴-yaʔ⁴bi³,,3–4–3,14–4–3,3–4–3,13–4–3,4–4–3
4202,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ndu³ba²,fall backwards,caerse hacia atrás,intr,Bimoraic,Invariable,ndu³ba²,ndu¹⁴ba²,ni¹-ndu³ba²,ndu¹³ba²,ndu⁴ba²,,3–2,14–2,3–2,13–2,4–2
4203,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ndu³chi³ (kwaʔ⁴a¹),stay red (body part),quedarse rojo (parte del cuerpo),intr,Bimoraic,Invariable,ndu³chi³,----,ni¹-ndu³chi³,ndu¹³chi³,ndu⁴chi³,,3–3,,3–3,13–3,4–3
4595,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ndu³i³ko⁴ / ndu³kwi³ko⁴,tilt,ladearse,intr,Trimoraic,Invariable,ndu³i³ko⁴,ndu¹⁴i³ko⁴,ni¹-ndu³i³ko⁴,ndu¹³i³ko⁴,ndu⁴i³ko⁴,,3–3–4,14–3–4,3–3–4,13–3–4,4–3–4
4469,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ndu³ku³ni²,recognize,reconocer,tr,Trimoraic,Invariable,ndu³ku³ni²,ndu¹⁴ku³ni²,ni¹-ndu³ku³ni²,ndu¹³ku³ni²,ndu⁴ku³ni²,,3–3–2,14–3–2,3–3–2,13–3–2,4–3–2
4470,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ndu³ku³xa³,draw near (time of harvest),aproximarse el tiempo de cosecha,intr,Trimoraic,Invariable,ndu³ku³xa³,ndu¹⁴ku³xa³,ni¹-ndu³ku³xa³,ndu¹³ku³xa³,ndu⁴ku³xa³,,3–3–3,14–3–3,3–3–3,13–3–3,4–3–3
4204,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ndu³ku⁴,look for,buscar,tr,Bimoraic,Invariable,ndu³ku⁴,ndu¹⁴ku⁴,ni¹-ndu³ku⁴,ndu¹³ku⁴,ndu⁴ku⁴,,3–4,14–4,3–4,13–4,4–4
4599,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ndu³kwi³ko⁴,swing,balancearse,intr,Trimoraic,Invariable,ndu³kwi³ko⁴,ndu¹⁴kwi³ko⁴,ni¹-ndu³kwi³ko⁴,ndu¹³kwi³ko⁴,ndu⁴kwi³ko⁴,,3–3–4,14–3–4,3–3–4,13–3–4,4–3–4
